Country,Year,Life Expectancy,GNI per capita,World Bank Classification,Gross Domestic Product (PPP),Region,Sub-region,ISO
Timor-Leste,1998,57.31088,,,,Asia,South-eastern Asia,TLS
Togo,1998,53.69649,330,1,4764833768,Africa,Western Africa,TGO
Tonga,1998,70.49285,2210,2,321000000,Oceania,Polynesia,TON
Trinidad and Tobago,1998,68.51132,4620,3,15300000000,Americas,Caribbean,TTO
Tunisia,1998,72.05122,2190,2,50500000000,Africa,Northern Africa,TUN
Turkey,1998,68.81227,3410,3,544000000000,Asia,Western Asia,TUR
Turkmenistan,1998,63.58246,560,1,14962238782,Asia,Central Asia,TKM
Turks and Caicos Islands,1998,,,,,Americas,Caribbean,TCA
Tuvalu,1998,,,,22600000,Oceania,Polynesia,TUV
Uganda,1998,44.8591,290,1,17500000000,Africa,Eastern Africa,UGA
Ukraine,1998,67.98878,850,2,170000000000,Europe,Eastern Europe,UKR
United Arab Emirates,1998,73.92022,,4,219000000000,Asia,Western Asia,ARE
United Kingdom,1998,77.19024,26300,5,1360000000000,Europe,Northern Europe,GBR
United States,1998,76.58049,32200,5,9090000000000,Americas,Northern America,USA
Uruguay,1998,74.23817,7240,3,33900000000,Americas,South America,URY
Uzbekistan,1998,66.70878,620,2,43513038866,Asia,Central Asia,UZB
Vanuatu,1998,66.7512,1420,2,375000000,Oceania,Melanesia,VUT
"Venezuela, RB",1998,71.80539,3340,3,276000000000,Americas,South America,VEN
Vietnam,1998,72.66451,360,1,140000000000,Asia,South-eastern Asia,VNM
Virgin Islands (U.S.),1998,77.05929,,4,,Americas,Caribbean,VIR
West Bank and Gaza,1998,70.36941,1940,,8820000000,Asia,Western Asia,PSE
"Yemen, Rep.",1998,59.99127,370,1,48213898063,Asia,Western Asia,YEM
Zambia,1998,42.4329,350,1,15547922271,Africa,Eastern Africa,ZMB
Zimbabwe,1998,44.27259,590,1,25020960902,Africa,Eastern Africa,ZWE
Taiwan,1998,76.82,12934,4,408000000000,Asia,Eastern Asia,TWN
Afghanistan,1999,54.76727,,1,,Asia,Southern Asia,AFG
Albania,1999,73.79339,1010,2,11500000000,Europe,Southern Europe,ALB
Algeria,1999,69.76293,1530,2,238000000000,Africa,Northern Africa,DZA
American Samoa,1999,,,3,,Oceania,Polynesia,ASM
Andorra,1999,,19300,,,Europe,Southern Europe,AND
Angola,1999,44.439,360,1,43400000000,Africa,Middle Africa,AGO
Antigua and Barbuda,1999,73.18602,8000,3,1110000000,Americas,Caribbean,ATG
Argentina,1999,73.54427,7540,3,432000000000,Americas,South America,ARG
Armenia,1999,70.7671,610,1,6570000000,Asia,Western Asia,ARM
Aruba,1999,73.67539,,4,,Americas,Caribbean,ABW
Australia,1999,78.93171,21400,5,478000000000,Oceania,Australia and New Zealand,AUS
Austria,1999,77.87561,27200,5,220000000000,Europe,Western Europe,AUT
Azerbaijan,1999,66.35549,570,1,25000000000,Asia,Western Asia,AZE
"Bahamas, The",1999,71.98437,19000,4,5730000000,Americas,Caribbean,BHS
Bahrain,1999,74.40607,9800,3,22000000000,Asia,Western Asia,BHR
Bangladesh,1999,64.72383,410,1,159000000000,Asia,Southern Asia,BGD
Barbados,1999,73.04859,10100,3,2890000000,Americas,Caribbean,BRB
Belarus,1999,67.90732,1400,2,53500000000,Europe,Eastern Europe,BLR
Belgium,1999,77.61951,26200,5,262000000000,Europe,Western Europe,BEL
Belize,1999,68.48951,2880,2,1180000000,Americas,Central America,BLZ
Benin,1999,54.99878,370,1,8380000000,Africa,Western Africa,BEN
Bermuda,1999,,,4,2240000000,Americas,Northern America,BMU
Bhutan,1999,59.76207,620,1,1470000000,Asia,Southern Asia,BTN
Bolivia,1999,60.12141,980,2,27800000000,Americas,South America,BOL
Bosnia and Herzegovina,1999,73.90963,1380,2,15799217627,Europe,Southern Europe,BIH
Botswana,1999,49.48649,2970,3,13700000000,Africa,Southern Africa,BWA
Brazil,1999,69.59129,4100,3,1480000000000,Americas,South America,BRA
British Virgin Islands,1999,,,,,Americas,Caribbean,VGB
Brunei Darussalam,1999,75.08541,14100,4,20600000000,Asia,South-eastern Asia,BRN
Bulgaria,1999,71.4122,1490,2,47223085883,Europe,Eastern Europe,BGR
Burkina Faso,1999,50.02071,250,1,9500000000,Africa,Western Africa,BFA
Burundi,1999,51.14924,130,1,3770000000,Africa,Eastern Africa,BDI
Cabo Verde,1999,69.35468,1340,2,1131539591,Africa,Western Africa,CPV
Cambodia,1999,57.5288,290,1,11900000000,Asia,South-eastern Asia,KHM
Cameroon,1999,52.17385,630,1,28500000000,Africa,Middle Africa,CMR
Canada,1999,78.88293,21300,5,844000000000,Americas,Northern America,CAN
Cayman Islands,1999,,,4,,Americas,Caribbean,CYM
Central African Republic,1999,44.94315,270,1,2450000000,Africa,Middle Africa,CAF
Chad,1999,47.57407,200,1,6478341585,Africa,Middle Africa,TCD
Channel Islands,1999,77.26834,,4,,Europe,Western Europe,CHI
Chile,1999,76.43598,5000,3,133000000000,Americas,South America,CHL
China,1999,71.29712,860,6,3340000000000,Asia,Eastern Asia,CHN
Colombia,1999,70.70056,2280,2,249000000000,Americas,South America,COL
Comoros,1999,59.36568,410,1,562000000,Africa,Eastern Africa,COM
"Congo, Dem. Rep.",1999,49.51741,100,1,20700000000,Africa,Middle Africa,COD
"Congo, Rep.",1999,50.62827,490,1,10400000000,Africa,Middle Africa,COG
Costa Rica,1999,77.26437,3140,2,29000000000,Americas,Central America,CRI
Cote d'Ivoire,1999,46.99256,730,1,38900000000,Africa,Western Africa,CIV
Croatia,1999,72.64195,5110,3,44400000000,Europe,Southern Europe,HRV
Cuba,1999,76.42588,2400,2,91800000000,Americas,Caribbean,CUB
Curacao,1999,,,,,Americas,Caribbean,CUW
Cyprus,1999,77.8378,14800,4,13700000000,Asia,Western Asia,CYP
Czech Republic,1999,74.66829,6070,3,157000000000,Europe,Eastern Europe,CZE
Denmark,1999,76.34146,33100,5,142000000000,Europe,Northern Europe,DNK
Djibouti,1999,56.98146,740,2,1180000000,Africa,Eastern Africa,DJI
Dominica,1999,,3340,3,440000000,Americas,Caribbean,DMA
Dominican Republic,1999,70.44215,2470,2,50000000000,Americas,Caribbean,DOM
Ecuador,1999,72.63524,1790,2,71500000000,Americas,South America,ECU
"Egypt, Arab Rep.",1999,68.34515,1320,2,380000000000,Africa,Northern Africa,EGY
El Salvador,1999,68.43541,2040,2,28300000000,Americas,Central America,SLV
Equatorial Guinea,1999,51.8089,920,2,4350000000,Africa,Middle Africa,GNQ
Eritrea,1999,55.41168,210,1,4560000000,Africa,Eastern Africa,ERI
Estonia,1999,70.06341,,3,11600000000,Europe,Northern Europe,EST
Ethiopia,1999,51.35759,120,1,30100000000,Africa,Eastern Africa,ETH
Faroe Islands,1999,78.23171,,4,,Europe,Northern Europe,FRO
Fiji,1999,67.42012,2350,2,4270000000,Oceania,Melanesia,FJI
Finland,1999,77.29122,26000,5,128000000000,Europe,Northern Europe,FIN
France,1999,78.7561,25560,5,1480000000000,Europe,Western Europe,FRA
French Polynesia,1999,72.09339,16400,4,,Oceania,Polynesia,PYF
Gabon,1999,59.64132,3270,3,17300000000,Africa,Middle Africa,GAB
"Gambia, The",1999,55.09161,690,1,1410000000,Africa,Western Africa,GMB
Georgia,1999,71.30722,780,1,11000000000,Asia,Western Asia,GEO
Germany,1999,77.72683,26880,5,2160000000000,Europe,Western Europe,DEU
Ghana,1999,56.95371,400,1,32000000000,Africa,Western Africa,GHA
Gibraltar,1999,,,,,Europe,Southern Europe,GIB
Greece,1999,77.9878,13400,5,199000000000,Europe,Southern Europe,GRC
Greenland,1999,66.40341,19700,4,,Americas,Northern America,GRL
Grenada,1999,70.04429,3340,3,746000000,Americas,Caribbean,GRD
Guam,1999,74.73849,,4,,Oceania,Micronesia,GUM
Guatemala,1999,67.2152,1640,2,52904716277,Americas,Central America,GTM
Guinea,1999,51.33563,420,1,7530000000,Africa,Western Africa,GIN
Guinea-Bissau,1999,51.29046,150,1,1243168169,Africa,Western Africa,GNB
Guyana,1999,64.83193,890,2,2670000000,Americas,South America,GUY
Haiti,1999,57.42627,450,1,11400000000,Americas,Caribbean,HTI
Honduras,1999,70.2458,790,2,15915047569,Americas,Central America,HND
Hong Kong,1999,80.38293,25800,4,163000000000,Asia,Eastern Asia,HKG
Hungary,1999,70.67707,4530,3,111000000000,Europe,Eastern Europe,HUN
Iceland,1999,79.35122,30200,5,8150000000,Europe,Northern Europe,ISL
India,1999,62.22707,450,1,1980000000000,Asia,Southern Asia,IND
Indonesia,1999,66.04946,570,1,907000000000,Asia,South-eastern Asia,IDN
Iran,1999,69.76595,1730,2,574000000000,Asia,Southern Asia,IRN
Iraq,1999,69.19337,,2,219000000000,Asia,Western Asia,IRQ
Ireland,1999,76.08293,22700,5,101000000000,Europe,Northern Europe,IRL
Isle of Man,1999,,21400,,,Europe,Northern Europe,IMN
Israel,1999,78.65854,17400,4,138000000000,Asia,Western Asia,ISR
Italy,1999,79.42439,21900,5,1450000000000,Europe,Southern Europe,ITA
Jamaica,1999,72.18466,3030,2,16200000000,Americas,Caribbean,JAM
Japan,1999,80.57073,33800,5,3210000000000,Asia,Eastern Asia,JPN
Jordan,1999,71.6051,1650,2,27400000000,Asia,Western Asia,JOR
Kazakhstan,1999,65.51951,1290,2,105000000000,Asia,Central Asia,KAZ
Kenya,1999,51.07139,440,1,51700000000,Africa,Eastern Africa,KEN
Kiribati,1999,63.70261,1300,2,124000000,Oceania,Micronesia,KIR
North Korea,1999,64.39527,,1,,Asia,Eastern Asia,PRK
South Korea,1999,75.37341,10200,3,766000000000,Asia,Eastern Asia,KOR
Kosovo,1999,66.95122,,,,Europe,Southern Europe,XKX
Kuwait,1999,73.23885,17800,4,106000000000,Asia,Western Asia,KWT
Kyrgyz Republic,1999,68.6561,300,1,7470000000,Asia,Central Asia,KGZ
Lao PDR,1999,58.31617,290,1,9160000000,Asia,South-eastern Asia,LAO
Latvia,1999,69.74293,2990,2,17700000000,Europe,Northern Europe,LVA
Lebanon,1999,73.94483,5330,3,31000000000,Asia,Western Asia,LBN
Lesotho,1999,49.02261,670,1,2463650702,Africa,Southern Africa,LSO
Liberia,1999,52.30117,120,1,1460000000,Africa,Western Africa,LBR
Libya,1999,70.45185,,3,87800000000,Africa,Northern Africa,LBY
Liechtenstein,1999,79.10976,78500,4,,Europe,Western Europe,LIE
Lithuania,1999,71.57073,,2,27600000000,Europe,Northern Europe,LTU
Luxembourg,1999,77.77073,42300,5,21800000000,Europe,Western Europe,LUX
Macao,1999,77.40698,14500,4,11800000000,Asia,Eastern Asia,MAC
"Macedonia, FYR",1999,73.01046,1830,2,11000000000,Europe,Southern Europe,MKD
Madagascar,1999,57.77173,240,1,16800000000,Africa,Eastern Africa,MDG
Malawi,1999,43.86161,180,1,7520000000,Africa,Eastern Africa,MWI
Malaysia,1999,72.67922,3350,3,269000000000,Asia,South-eastern Asia,MYS
Maldives,1999,69.11461,,2,,Asia,Southern Asia,MDV
Mali,1999,48.489,290,1,12442221723,Africa,Western Africa,MLI
Malta,1999,77.3,10700,3,6570000000,Europe,Southern Europe,MLT
Marshall Islands,1999,67.50488,2620,2,110000000,Oceania,Micronesia,MHL
Mauritania,1999,59.92788,560,1,5800000000,Africa,Western Africa,MRT
Mauritius,1999,70.96098,3640,3,9350000000,Africa,Eastern Africa,MUS
Mexico,1999,74.03924,5080,3,983000000000,Americas,Central America,MEX
"Micronesia, Fed. Sts.",1999,67.17263,2060,2,252194779,Oceania,Micronesia,FSM
Moldova,1999,66.73478,400,1,6410000000,Europe,Eastern Europe,MDA
Monaco,1999,,92500,4,,Europe,Western Europe,MCO
Mongolia,1999,62.47576,480,1,8550000000,Asia,Eastern Asia,MNG
Montenegro,1999,73.23863,,,,Europe,Southern Europe,MNE
Morocco,1999,68.13924,1400,2,99400000000,Africa,Northern Africa,MAR
Mozambique,1999,48.25485,280,1,7730000000,Africa,Eastern Africa,MOZ
Myanmar,1999,61.74898,,1,41000000000,Asia,South-eastern Asia,MMR
Namibia,1999,56.13934,2130,2,8680000000,Africa,Southern Africa,NAM
Nauru,1999,,,,,Oceania,Micronesia,NRU
Nepal,1999,61.6001,220,1,26700000000,Asia,Southern Asia,NPL
Netherlands,1999,77.83659,28400,5,458000000000,Europe,Western Europe,NLD
New Caledonia,1999,73.87561,14800,4,,Oceania,Melanesia,NCL
New Zealand,1999,77.89024,15000,5,78900000000,Oceania,Australia and New Zealand,NZL
Nicaragua,1999,69.19024,930,1,13000000000,Americas,Central America,NIC
Niger,1999,49.99722,180,1,6720000000,Africa,Western Africa,NER
Nigeria,1999,46.44268,,1,256000000000,Africa,Western Africa,NGA
Northern Mariana Islands,1999,,,4,,Oceania,Micronesia,MNP
Norway,1999,78.28293,35600,5,136000000000,Europe,Northern Europe,NOR
Oman,1999,71.91039,6460,3,73300000000,Asia,Western Asia,OMN
Pakistan,1999,62.52315,470,1,360000000000,Asia,Southern Asia,PAK
Palau,1999,,6030,3,205000000,Oceania,Micronesia,PLW
Panama,1999,74.91366,3760,3,24200000000,Americas,Central America,PAN
Papua New Guinea,1999,58.48488,690,2,7930000000,Oceania,Melanesia,PNG
Paraguay,1999,69.81254,1560,2,25600000000,Americas,South America,PRY
Peru,1999,70.0301,2030,2,128000000000,Americas,South America,PER
Philippines,1999,66.5619,1180,2,245000000000,Asia,South-eastern Asia,PHL
Poland,1999,73.0439,4400,3,387000000000,Europe,Eastern Europe,POL
Portugal,1999,75.96341,12200,5,181000000000,Europe,Southern Europe,PRT
Puerto Rico,1999,75.38117,9420,3,94500000000,Americas,Caribbean,PRI
Qatar,1999,76.37705,,4,,Asia,Western Asia,QAT
Romania,1999,70.5122,1620,2,127000000000,Europe,Eastern Europe,ROU
Russian Federation,1999,66.04366,1750,2,871000000000,Europe,Eastern Europe,RUS
Rwanda,1999,46.22607,260,1,4590000000,Africa,Eastern Africa,RWA
Samoa,1999,69.13705,1570,2,547000000,Oceania,Polynesia,WSM
San Marino,1999,80.52439,,,,Europe,Southern Europe,SMR
Sao Tome and Principe,1999,63.13702,,1,,Africa,Middle Africa,STP
Saudi Arabia,1999,72.29885,7570,3,559000000000,Asia,Western Asia,SAU
Senegal,1999,57.50824,530,1,14200000000,Africa,Western Africa,SEN
Serbia,1999,,2390,,39000000000,Europe,Southern Europe,SRB
Seychelles,1999,,7290,3,1140000000,Africa,Eastern Africa,SYC
Sierra Leone,1999,37.81254,170,1,3030000000,Africa,Western Africa,SLE
Singapore,1999,77.55122,23400,4,148000000000,Asia,South-eastern Asia,SGP
Sint Maarten (Dutch part),1999,,,,,Americas,Caribbean,SXM
Slovak Republic,1999,72.90244,5360,3,57700000000,Europe,Eastern Europe,SVK
Slovenia,1999,75.00976,11400,4,33800000000,Europe,Southern Europe,SVN
Solomon Islands,1999,62.19088,1220,1,645000000,Oceania,Melanesia,SLB
Somalia,1999,50.40127,,1,,Africa,Eastern Africa,SOM
South Africa,1999,57.15668,3230,3,324000000000,Africa,Southern Africa,ZAF
South Sudan,1999,48.80629,,,,Africa,Eastern Africa,SSD
Spain,1999,78.71707,15700,5,804000000000,Europe,Southern Europe,ESP
Sri Lanka,1999,70.40185,840,2,76100000000,Asia,Southern Asia,LKA
St. Kitts and Nevis,1999,,7660,3,641000000,Americas,Caribbean,KNA
St. Lucia,1999,71.27617,4010,3,1160000000,Americas,Caribbean,LCA
St. Martin (French part),1999,76.77073,,,,Americas,Caribbean,MAF
St. Vincent and the Grenadines,1999,70.56939,3300,2,622000000,Americas,Caribbean,VCT
Sudan,1999,57.65059,320,1,56600000000,Africa,Northern Africa,SDN
Suriname,1999,67.88649,1780,2,3590000000,Americas,South America,SUR
Swaziland,1999,50.15644,1640,2,4850000000,Africa,Southern Africa,SWZ
Sweden,1999,79.44146,30900,5,240000000000,Europe,Northern Europe,SWE
Switzerland,1999,79.58049,43100,5,242000000000,Europe,Western Europe,CHE
Syrian Arab Republic,1999,72.47173,890,2,,Asia,Western Asia,SYR
Tajikistan,1999,63.36363,180,1,5250000000,Asia,Central Asia,TJK
Tanzania,1999,49.80663,280,1,36300000000,Africa,Eastern Africa,TZA
Thailand,1999,70.47556,1990,2,429000000000,Asia,South-eastern Asia,THA
Timor-Leste,1999,58.36576,,,,Asia,South-eastern Asia,TLS
Togo,1999,53.52402,320,1,4960000000,Africa,Western Africa,TGO
Tonga,1999,70.62507,2110,2,338000000,Oceania,Polynesia,TON
Trinidad and Tobago,1999,68.55156,4880,3,16740996086,Americas,Caribbean,TTO
Tunisia,1999,72.5,2300,2,54400000000,Africa,Northern Africa,TUN
Turkey,1999,69.41539,3530,2,532000000000,Asia,Western Asia,TUR
Turkmenistan,1999,63.75122,620,1,17700000000,Asia,Central Asia,TKM
Turks and Caicos Islands,1999,,,,,Americas,Caribbean,TCA
Tuvalu,1999,,,,22600000,Oceania,Polynesia,TUV
Uganda,1999,45.56498,290,1,19200000000,Africa,Eastern Africa,UGA
Ukraine,1999,68.21341,760,1,173000000000,Europe,Eastern Europe,UKR
United Arab Emirates,1999,74.18717,,4,229000000000,Asia,Western Asia,ARE
United Kingdom,1999,77.39024,27700,5,1410000000000,Europe,Northern Europe,GBR
United States,1999,76.58293,33800,5,9660000000000,Americas,Northern America,USA
Uruguay,1999,74.46634,7260,3,33800000000,Americas,South America,URY
Uzbekistan,1999,66.83332,650,1,46078622346,Asia,Central Asia,UZB
Vanuatu,1999,67.15983,1420,2,382234030,Oceania,Melanesia,VUT
"Venezuela, RB",1999,72.08627,3530,3,264000000000,Americas,South America,VEN
Vietnam,1999,72.91354,370,1,149000000000,Asia,South-eastern Asia,VNM
Virgin Islands (U.S.),1999,77.30617,,4,,Americas,Caribbean,VIR
West Bank and Gaza,1999,70.57493,1960,,10600000000,Asia,Western Asia,PSE
"Yemen, Rep.",1999,60.22756,370,1,50799913236,Asia,Western Asia,YEM
Zambia,1999,42.85578,350,1,16519927770,Africa,Eastern Africa,ZMB
Zimbabwe,1999,42.79149,540,1,25196104049,Africa,Eastern Africa,ZWE
Taiwan,1999,77.49,13947,4,442000000000,Asia,Eastern Asia,TWN
Afghanistan,2000,55.12588,,1,,Asia,Southern Asia,AFG
Albania,2000,74.27154,1170,2,12438082811,Europe,Southern Europe,ALB
Algeria,2000,70.1839,1590,2,252000000000,Africa,Northern Africa,DZA
American Samoa,2000,,,3,,Oceania,Polynesia,ASM
Andorra,2000,,19900,,,Europe,Southern Europe,AND
Angola,2000,45.20478,390,1,45700000000,Africa,Middle Africa,AGO
Antigua and Barbuda,2000,73.39729,8620,3,1188990163,Americas,Caribbean,ATG
Argentina,2000,73.7558,7440,3,438000000000,Americas,South America,ARG
Armenia,2000,71.27659,660,1,7120000000,Asia,Western Asia,ARM
Aruba,2000,73.72061,,4,,Americas,Caribbean,ABW
Australia,2000,79.23415,21100,5,505000000000,Oceania,Australia and New Zealand,AUS
Austria,2000,78.12683,26700,5,235000000000,Europe,Western Europe,AUT
Azerbaijan,2000,66.75824,610,1,28400000000,Asia,Western Asia,AZE
"Bahamas, The",2000,72.25429,20300,4,6100000000,Americas,Caribbean,BHS
Bahrain,2000,74.59949,10900,3,23700000000,Asia,Western Asia,BHR
Bangladesh,2000,65.34798,420,1,171000000000,Asia,Southern Asia,BGD
Barbados,2000,73.21951,11100,4,3090000000,Americas,Caribbean,BRB
Belarus,2000,68.9122,1380,2,57900000000,Europe,Eastern Europe,BLR
Belgium,2000,77.72195,26000,5,287000000000,Europe,Western Europe,BEL
Belize,2000,68.41888,3150,2,1370000000,Americas,Central America,BLZ
Benin,2000,55.18824,390,1,9070000000,Africa,Western Africa,BEN
Bermuda,2000,77.88537,,4,2510000000,Americas,Northern America,BMU
Bhutan,2000,60.65039,780,1,1608393322,Asia,Southern Asia,BTN
Bolivia,2000,60.69005,990,2,29200000000,Americas,South America,BOL
Bosnia and Herzegovina,2000,74.26073,1470,2,17000000000,Europe,Southern Europe,BIH
Botswana,2000,48.69363,3000,3,14300000000,Africa,Southern Africa,BWA
Brazil,2000,70.04198,3840,3,1580000000000,Americas,South America,BRA
British Virgin Islands,2000,,,,,Americas,Caribbean,VGB
Brunei Darussalam,2000,75.2888,14800,4,21700000000,Asia,South-eastern Asia,BRN
Bulgaria,2000,71.66341,1660,2,52000000000,Europe,Eastern Europe,BGR
Burkina Faso,2000,50.34593,250,1,9890000000,Africa,Western Africa,BFA
Burundi,2000,51.48549,130,1,3830000000,Africa,Eastern Africa,BDI
Cabo Verde,2000,69.72439,1370,2,1320000000,Africa,Western Africa,CPV
Cambodia,2000,58.35088,300,1,13300000000,Asia,South-eastern Asia,KHM
Cameroon,2000,51.93588,600,1,30348201789,Africa,Middle Africa,CMR
Canada,2000,79.23659,22500,5,898000000000,Americas,Northern America,CAN
Cayman Islands,2000,,,4,,Americas,Caribbean,CYM
Central African Republic,2000,44.59729,250,1,2440000000,Africa,Middle Africa,CAF
Chad,2000,47.57807,180,1,6567471999,Africa,Middle Africa,TCD
Channel Islands,2000,77.51451,42400,4,,Europe,Western Europe,CHI
Chile,2000,76.82083,5020,3,149000000000,Americas,South America,CHL
China,2000,71.73046,940,6,3700000000000,Asia,Eastern Asia,CHN
Colombia,2000,70.98871,2320,2,266000000000,Americas,South America,COL
Comoros,2000,59.4389,420,1,637000000,Africa,Eastern Africa,COM
"Congo, Dem. Rep.",2000,50.00288,130,1,19746845529,Africa,Middle Africa,COD
"Congo, Rep.",2000,50.58988,570,1,11500000000,Africa,Middle Africa,COG
Costa Rica,2000,77.42268,3580,3,30700000000,Americas,Central America,CRI
Cote d'Ivoire,2000,46.69939,640,1,39000000000,Africa,Western Africa,CIV
Croatia,2000,72.8078,5290,3,47600000000,Europe,Southern Europe,HRV
Cuba,2000,76.6448,2620,2,99479710152,Americas,Caribbean,CUB
Curacao,2000,,,,,Americas,Caribbean,CUW
Cyprus,2000,77.97168,14860,4,15057398841,Asia,Western Asia,CYP
Czech Republic,2000,74.96829,6320,3,165000000000,Europe,Eastern Europe,CZE
Denmark,2000,76.59268,32700,5,153000000000,Europe,Northern Europe,DNK
Djibouti,2000,57.01034,760,2,1210000000,Africa,Eastern Africa,DJI
Dominica,2000,,3600,3,451000000,Americas,Caribbean,DMA
Dominican Republic,2000,70.63373,2630,2,54000000000,Americas,Caribbean,DOM
Ecuador,2000,72.94417,1540,2,73900000000,Americas,South America,ECU
"Egypt, Arab Rep.",2000,68.59076,1420,2,409000000000,Africa,Northern Africa,EGY
El Salvador,2000,68.71705,2160,2,29600000000,Americas,Central America,SLV
