Country,Year,Life Expectancy,GNI per capita,World Bank Classification,Gross Domestic Product (PPP),Region,Sub-region,ISO
Andorra,2003,,27200,,,Europe,Southern Europe,AND
Angola,2003,47.39317,620,1,49400000000,Africa,Middle Africa,AGO
Antigua and Barbuda,2003,74.02178,10100,3,1330000000,Americas,Caribbean,ATG
Argentina,2003,74.34127,3550,3,430000000000,Americas,South America,ARG
Armenia,2003,72.60959,950,2,10700000000,Asia,Western Asia,ARM
Aruba,2003,73.96856,,4,,Americas,Caribbean,ABW
Australia,2003,80.23902,21100,5,591000000000,Oceania,Australia and New Zealand,AUS
Austria,2003,78.63171,27900,5,260000000000,Europe,Western Europe,AUT
Azerbaijan,2003,68.00368,820,2,40700000000,Asia,Western Asia,AZE
"Bahamas, The",2003,73.12729,21600,4,6730000000,Americas,Caribbean,BHS
Bahrain,2003,75.11771,13200,4,28200000000,Asia,Western Asia,BHR
Bangladesh,2003,67.00015,450,1,207000000000,Asia,Southern Asia,BGD
Barbados,2003,73.70717,11740,3,3289089057,Americas,Caribbean,BRB
Belarus,2003,68.55366,1630,2,72200000000,Europe,Eastern Europe,BLR
Belgium,2003,78.12927,27100,5,322000000000,Europe,Western Europe,BEL
Belize,2003,68.69712,3450,3,1750000000,Americas,Central America,BLZ
Benin,2003,56.20807,430,1,11000000000,Africa,Western Africa,BEN
Bermuda,2003,78.33415,,4,2900000000,Americas,Northern America,BMU
Bhutan,2003,63.303,950,1,2197559185,Asia,Southern Asia,BTN
Bolivia,2003,62.39898,920,2,33100000000,Americas,South America,BOL
Bosnia and Herzegovina,2003,74.82437,2020,2,20200000000,Europe,Southern Europe,BIH
Botswana,2003,50.52451,3230,3,16800000000,Africa,Southern Africa,BWA
Brazil,2003,71.20188,2920,2,1770000000000,Americas,South America,BRA
British Virgin Islands,2003,,,,,Americas,Caribbean,VGB
Brunei Darussalam,2003,75.84617,18000,4,25200000000,Asia,South-eastern Asia,BRN
Bulgaria,2003,72.06585,2350,2,65200000000,Europe,Eastern Europe,BGR
Burkina Faso,2003,52.00807,280,1,12600000000,Africa,Western Africa,BFA
Burundi,2003,52.14532,110,1,4270000000,Africa,Eastern Africa,BDI
Cabo Verde,2003,70.81327,1480,2,1570317014,Africa,Western Africa,CPV
Cambodia,2003,61.13759,350,1,17600000000,Asia,South-eastern Asia,KHM
Cameroon,2003,51.63905,660,1,36351273785,Africa,Middle Africa,CMR
Canada,2003,79.83902,25200,5,1020000000000,Americas,Northern America,CAN
Cayman Islands,2003,,,4,,Americas,Caribbean,CYM
Central African Republic,2003,44.2778,260,1,2650000000,Africa,Middle Africa,CAF
Chad,2003,47.68185,210,1,9670000000,Africa,Middle Africa,TCD
Channel Islands,2003,78.33983,42800,4,,Europe,Western Europe,CHI
Chile,2003,77.93298,4650,3,175000000000,Americas,South America,CHL
China,2003,73.03312,1280,6,5100000000000,Asia,Eastern Asia,CHN
Colombia,2003,71.7769,2340,2,305000000000,Americas,South America,COL
Comoros,2003,59.7208,450,1,721000000,Africa,Eastern Africa,COM
"Congo, Dem. Rep.",2003,52.10678,160,1,22255968528,Africa,Middle Africa,COD
"Congo, Rep.",2003,51.79422,710,1,13278507347,Africa,Middle Africa,COG
Costa Rica,2003,77.84046,4040,3,36300000000,Americas,Central America,CRI
Cote d'Ivoire,2003,46.93298,620,1,40100000000,Africa,Western Africa,CIV
Croatia,2003,74.6139,6490,3,58300000000,Europe,Southern Europe,HRV
Cuba,2003,77.36395,3100,2,114000000000,Americas,Caribbean,CUB
Curacao,2003,,,,,Americas,Caribbean,CUW
Cyprus,2003,78.34585,17100,4,17500000000,Asia,Western Asia,CYP
Czech Republic,2003,75.17073,8060,3,197000000000,Europe,Eastern Europe,CZE
Denmark,2003,77.1439,34900,5,166000000000,Europe,Northern Europe,DNK
Djibouti,2003,57.41122,890,2,1390000000,Africa,Eastern Africa,DJI
Dominica,2003,,4810,3,508000000,Americas,Caribbean,DMA
Dominican Republic,2003,71.26683,2590,2,61500000000,Americas,Caribbean,DOM
Ecuador,2003,73.7278,2130,2,87100000000,Americas,South America,ECU
"Egypt, Arab Rep.",2003,69.10944,1290,2,474000000000,Africa,Northern Africa,EGY
El Salvador,2003,69.58954,2470,2,33381785900,Americas,Central America,SLV
Equatorial Guinea,2003,52.98968,1390,1,12400000000,Africa,Middle Africa,GNQ
Eritrea,2003,57.60268,200,1,5220000000,Africa,Eastern Africa,ERI
Estonia,2003,71.31707,5710,3,17900000000,Europe,Northern Europe,EST
Ethiopia,2003,54.21922,110,1,37100000000,Africa,Eastern Africa,ETH
Faroe Islands,2003,78.9439,,4,,Europe,Northern Europe,FRO
Fiji,2003,68.14315,2420,2,4832419846,Oceania,Melanesia,FJI
Finland,2003,78.36829,28700,5,151000000000,Europe,Northern Europe,FIN
France,2003,79.11463,26000,5,1760000000000,Europe,Western Europe,FRA
French Polynesia,2003,73.51056,,4,,Oceania,Polynesia,PYF
Gabon,2003,59.01907,3870,3,19100000000,Africa,Middle Africa,GAB
"Gambia, The",2003,57.04224,420,1,1770000000,Africa,Western Africa,GMB
Georgia,2003,72.49024,910,2,14900000000,Asia,Western Asia,GEO
Germany,2003,78.38049,26200,5,2480000000000,Europe,Western Europe,DEU
Ghana,2003,57.78517,320,1,41100000000,Africa,Western Africa,GHA
Gibraltar,2003,,,,,Europe,Southern Europe,GIB
Greece,2003,78.84146,15700,5,261000000000,Europe,Southern Europe,GRC
Greenland,2003,68.43537,21300,4,,Americas,Northern America,GRL
Grenada,2003,70.91602,5370,3,913449948,Americas,Caribbean,GRD
Guam,2003,76.13127,,4,,Oceania,Micronesia,GUM
Guatemala,2003,69.0412,1680,2,64700000000,Americas,Central America,GTM
Guinea,2003,51.63515,320,1,9230000000,Africa,Western Africa,GIN
Guinea-Bissau,2003,51.93678,300,1,1440000000,Africa,Western Africa,GNB
Guyana,2003,65.35776,920,2,2920000000,Americas,South America,GUY
Haiti,2003,58.49524,370,1,12400000000,Americas,Caribbean,HTI
Honduras,2003,71.10295,1200,2,20300000000,Americas,Central America,HND
Hong Kong,2003,81.32927,26300,4,201000000000,Asia,Eastern Asia,HKG
Hungary,2003,72.3,6680,3,156000000000,Europe,Eastern Europe,HUN
Iceland,2003,80.96341,33100,5,9350000000,Europe,Northern Europe,ISL
India,2003,63.77454,530,1,2620000000000,Asia,Southern Asia,IND
Indonesia,2003,66.7888,900,2,1170000000000,Asia,South-eastern Asia,IDN
Iran,2003,71.25385,2190,2,791000000000,Asia,Southern Asia,IRN
Iraq,2003,68.75732,,2,154000000000,Asia,Western Asia,IRQ
Ireland,2003,78.13902,30000,5,145000000000,Europe,Northern Europe,IRL
Isle of Man,2003,,27100,,,Europe,Northern Europe,IMN
Israel,2003,79.64878,18400,4,159000000000,Asia,Western Asia,ISR
Italy,2003,79.98293,23300,5,1670000000000,Europe,Southern Europe,ITA
Jamaica,2003,72.90293,3530,2,19000000000,Americas,Caribbean,JAM
Japan,2003,81.76,35100,5,3690000000000,Asia,Eastern Asia,JPN
Jordan,2003,72.30461,2050,2,35900000000,Asia,Western Asia,JOR
Kazakhstan,2003,65.86585,1800,2,169000000000,Asia,Central Asia,KAZ
Kenya,2003,51.74871,420,1,60500000000,Africa,Eastern Africa,KEN
Kiribati,2003,64.52715,1310,2,148000000,Oceania,Micronesia,KIR
North Korea,2003,67.35473,,1,,Asia,Eastern Asia,PRK
South Korea,2003,77.25024,13400,5,1020000000000,Asia,Eastern Asia,KOR
Kosovo,2003,68.19512,,,8840000000,Europe,Southern Europe,XKX
Kuwait,2003,73.51807,23300,4,147000000000,Asia,Western Asia,KWT
Kyrgyz Republic,2003,68.2561,340,1,9620000000,Asia,Central Asia,KGZ
Lao PDR,2003,60.59639,340,1,12500000000,Asia,South-eastern Asia,LAO
Latvia,2003,71.26585,4660,3,25226841084,Europe,Northern Europe,LVA
Lebanon,2003,75.90332,4460,3,37800000000,Asia,Western Asia,LBN
Lesotho,2003,43.82476,710,1,3080000000,Africa,Southern Africa,LSO
Liberia,2003,53.32866,80,1,1520000000,Africa,Western Africa,LBR
Libya,2003,71.07434,5170,3,108000000000,Africa,Northern Africa,LBY
Liechtenstein,2003,79.96098,68200,4,,Europe,Western Europe,LIE
Lithuania,2003,72.06098,,3,41200000000,Europe,Northern Europe,LTU
Luxembourg,2003,77.72683,43200,5,26800000000,Europe,Western Europe,LUX
Macao,2003,78.24629,18200,4,19000000000,Asia,Eastern Asia,MAC
"Macedonia, FYR",2003,73.81551,2110,2,13400000000,Europe,Southern Europe,MKD
Madagascar,2003,60.23551,280,1,19428208368,Africa,Eastern Africa,MDG
Malawi,2003,45.88032,220,1,8450000000,Africa,Eastern Africa,MWI
Malaysia,2003,73.34929,4130,3,356000000000,Asia,South-eastern Asia,MYS
Maldives,2003,72.80734,3400,2,2060000000,Asia,Southern Asia,MDV
Mali,2003,50.8598,350,1,17500000000,Africa,Western Africa,MLI
Malta,2003,78.54634,12500,4,8340000000,Europe,Southern Europe,MLT
Marshall Islands,2003,,3090,2,136000000,Oceania,Micronesia,MHL
Mauritania,2003,60.32544,510,1,6810000000,Africa,Western Africa,MRT
Mauritius,2003,72.1213,4260,3,12000000000,Africa,Eastern Africa,MUS
Mexico,2003,74.93751,6860,3,1130000000000,Americas,Central America,MEX
"Micronesia, Fed. Sts.",2003,67.63515,2380,2,298000000,Oceania,Micronesia,FSM
Moldova,2003,67.38739,570,1,8650000000,Europe,Eastern Europe,MDA
Monaco,2003,,94100,4,,Europe,Western Europe,MCO
Mongolia,2003,64.29627,610,1,10800000000,Asia,Eastern Asia,MNG
Montenegro,2003,73.32117,2440,,4490000000,Europe,Southern Europe,MNE
Morocco,2003,69.64537,1540,2,129000000000,Africa,Northern Africa,MAR
Mozambique,2003,49.81159,270,1,11100000000,Africa,Eastern Africa,MOZ
Myanmar,2003,63.00207,180,1,71800000000,Asia,South-eastern Asia,MMR
Namibia,2003,54.27898,2170,2,10800000000,Africa,Southern Africa,NAM
Nauru,2003,,,,,Oceania,Micronesia,NRU
Nepal,2003,64.32044,260,1,33500000000,Asia,Southern Asia,NPL
Netherlands,2003,78.49268,30700,5,547000000000,Europe,Western Europe,NLD
New Caledonia,2003,75.27073,,4,,Oceania,Melanesia,NCL
New Zealand,2003,79.14634,17000,5,96500000000,Oceania,Australia and New Zealand,NZL
Nicaragua,2003,71.025,1010,1,15600000000,Americas,Central America,NIC
Niger,2003,52.65456,190,1,8340000000,Africa,Western Africa,NER
Nigeria,2003,47.63773,410,1,350000000000,Africa,Western Africa,NGA
Northern Mariana Islands,2003,,,3,,Oceania,Micronesia,MNP
Norway,2003,79.39024,44800,5,176000000000,Europe,Northern Europe,NOR
Oman,2003,73.62441,8260,3,84200000000,Asia,Western Asia,OMN
Pakistan,2003,63.45834,560,1,449000000000,Asia,Southern Asia,PAK
Palau,2003,,7680,3,228000000,Oceania,Micronesia,PLW
Panama,2003,75.63532,4120,3,28800000000,Americas,Central America,PAN
Papua New Guinea,2003,59.87978,500,1,8537260860,Oceania,Melanesia,PNG
Paraguay,2003,70.84239,1050,2,28000000000,Americas,South America,PRY
Peru,2003,71.77649,2110,2,158000000000,Americas,South America,PER
Philippines,2003,67.03893,1260,2,310000000000,Asia,South-eastern Asia,PHL
Poland,2003,74.59756,5490,3,468000000000,Europe,Eastern Europe,POL
Portugal,2003,77.21951,13200,5,218000000000,Europe,Southern Europe,PRT
Puerto Rico,2003,78.07122,12500,4,118000000000,Americas,Caribbean,PRI
Qatar,2003,76.81468,,4,62200000000,Asia,Western Asia,QAT
Romania,2003,71.30976,2330,2,169000000000,Europe,Eastern Europe,ROU
Russian Federation,2003,65.00756,2580,2,1340000000000,Europe,Eastern Europe,RUS
Rwanda,2003,51.81207,210,1,6738620622,Africa,Eastern Africa,RWA
Samoa,2003,70.42627,1720,2,740000000,Oceania,Polynesia,WSM
San Marino,2003,81.21951,30370,4,,Europe,Southern Europe,SMR
Sao Tome and Principe,2003,63.96512,590,1,262000000,Africa,Middle Africa,STP
Saudi Arabia,2003,72.99461,8870,3,688000000000,Asia,Western Asia,SAU
Senegal,2003,59.12768,550,1,17800000000,Africa,Western Africa,SEN
Serbia,2003,72.43659,2260,,53800000000,Europe,Southern Europe,SRB
Seychelles,2003,71.02927,7490,3,1170000000,Africa,Eastern Africa,SYC
Sierra Leone,2003,41.64912,300,1,4490000000,Africa,Western Africa,SLE
Singapore,2003,79.03902,23100,4,188000000000,Asia,South-eastern Asia,SGP
Sint Maarten (Dutch part),2003,,,,,Americas,Caribbean,SXM
Slovak Republic,2003,73.60488,6930,3,76000000000,Europe,Eastern Europe,SVK
Slovenia,2003,76.85854,12700,4,42174601093,Europe,Southern Europe,SVN
Solomon Islands,2003,64.6141,840,1,571000000,Oceania,Melanesia,SLB
Somalia,2003,51.7719,,1,,Africa,Eastern Africa,SOM
South Africa,2003,52.52376,2970,2,402000000000,Africa,Southern Africa,ZAF
South Sudan,2003,50.3741,,,,Africa,Eastern Africa,SSD
Spain,2003,79.61951,18100,5,1060000000000,Europe,Southern Europe,ESP
Sri Lanka,2003,73.22232,950,2,94800000000,Asia,Southern Asia,LKA
St. Kitts and Nevis,2003,,8950,3,760000000,Americas,Caribbean,KNA
St. Lucia,2003,72.25473,4660,3,1330000000,Americas,Caribbean,LCA
St. Martin (French part),2003,77.57073,,,,Americas,Caribbean,MAF
St. Vincent and the Grenadines,2003,70.84915,4380,3,797000000,Americas,Caribbean,VCT
Sudan,2003,59.05024,400,1,79600000000,Africa,Northern Africa,SDN
Suriname,2003,68.32963,1980,2,4490000000,Americas,South America,SUR
Swaziland,2003,45.9581,1580,2,5880000000,Africa,Southern Africa,SWZ
Sweden,2003,80.09512,32400,5,282000000000,Europe,Northern Europe,SWE
Switzerland,2003,80.53659,45630,5,276000000000,Europe,Western Europe,CHE
Syrian Arab Republic,2003,73.73137,1240,2,,Asia,Western Asia,SYR
Tajikistan,2003,65.002,210,1,8350000000,Asia,Central Asia,TJK
Tanzania,2003,53.28417,330,1,50100000000,Africa,Eastern Africa,TZA
Thailand,2003,71.43393,2170,2,572000000000,Asia,South-eastern Asia,THA
Timor-Leste,2003,62.2079,700,1,1080000000,Asia,South-eastern Asia,TLS
Togo,2003,53.88712,290,1,5450000000,Africa,Western Africa,TGO
Tonga,2003,71.17544,1960,2,415000000,Oceania,Polynesia,TON
Trinidad and Tobago,2003,68.78427,8070,3,25100000000,Americas,Caribbean,TTO
Tunisia,2003,73.05122,2480,2,67900000000,Africa,Northern Africa,TUN
Turkey,2003,71.5742,3800,2,617000000000,Asia,Western Asia,TUR
Turkmenistan,2003,64.24039,990,2,21800000000,Asia,Central Asia,TKM
Turks and Caicos Islands,2003,,,,,Americas,Caribbean,TCA
Tuvalu,2003,,2530,,25700000,Oceania,Polynesia,TUV
Uganda,2003,49.5878,250,1,26200000000,Africa,Eastern Africa,UGA
Ukraine,2003,68.21073,980,2,249000000000,Europe,Eastern Europe,UKR
United Arab Emirates,2003,75.21722,33560,4,310000000000,Asia,Western Asia,ARE
United Kingdom,2003,78.44634,32000,5,1780000000000,Europe,Northern Europe,GBR
United States,2003,77.03659,39950,5,11500000000000,Americas,Northern America,USA
Uruguay,2003,75.28451,4240,3,32100000000,Americas,South America,URY
Uzbekistan,2003,67.18661,420,1,58500000000,Asia,Central Asia,UZB
Vanuatu,2003,68.65171,1360,2,419000000,Oceania,Melanesia,VUT
"Venezuela, RB",2003,72.94456,3450,3,258000000000,Americas,South America,VEN
Vietnam,2003,73.77254,510,1,208000000000,Asia,South-eastern Asia,VNM
Virgin Islands (U.S.),2003,78.17317,,4,,Americas,Caribbean,VIR
West Bank and Gaza,2003,71.20754,1390,,10400000000,Asia,Western Asia,PSE
"Yemen, Rep.",2003,61.09183,530,1,65400000000,Asia,Western Asia,YEM
Zambia,2003,46.53863,400,1,21885729110,Africa,Eastern Africa,ZMB
Zimbabwe,2003,40.70249,410,1,20297721109,Africa,Eastern Africa,ZWE
Taiwan,2003,76.87,14544,4,553000000000,Asia,Eastern Asia,TWN
Afghanistan,2004,56.62632,220,1,22100000000,Asia,Southern Asia,AFG
Albania,2004,75.83122,2150,2,16700000000,Europe,Southern Europe,ALB
Algeria,2004,71.81627,2240,2,334000000000,Africa,Northern Africa,DZA
American Samoa,2004,,,3,,Oceania,Polynesia,ASM
Andorra,2004,,33600,,,Europe,Southern Europe,AND
Angola,2004,48.00351,880,2,56300000000,Africa,Middle Africa,AGO
Antigua and Barbuda,2004,74.22615,10990,3,1437736378,Americas,Caribbean,ATG
Argentina,2004,74.51878,3560,3,482000000000,Americas,South America,ARG
Armenia,2004,72.97376,1160,2,12100000000,Asia,Western Asia,ARM
Aruba,2004,74.09085,,4,,Americas,Caribbean,ABW
Australia,2004,80.49024,25490,5,630000000000,Oceania,Australia and New Zealand,AUS
Austria,2004,79.18049,33600,5,275000000000,Europe,Western Europe,AUT
Azerbaijan,2004,68.4702,950,2,46113109805,Asia,Western Asia,AZE
"Bahamas, The",2004,73.39466,22800,4,6970000000,Americas,Caribbean,BHS
Bahrain,2004,75.27322,15000,4,31000000000,Asia,Western Asia,BHR
Bangladesh,2004,67.4972,490,1,224000000000,Asia,Southern Asia,BGD
Barbados,2004,73.86802,12650,3,3427071858,Americas,Caribbean,BRB
Belarus,2004,68.9561,2180,2,82681854927,Europe,Eastern Europe,BLR
Belgium,2004,78.87805,33000,5,336000000000,Europe,Western Europe,BEL
Belize,2004,68.88483,3590,3,1880000000,Americas,Central America,BLZ
Benin,2004,56.63317,520,1,11800000000,Africa,Western Africa,BEN
Bermuda,2004,78.48537,,4,3050000000,Americas,Northern America,BMU
Bhutan,2004,64.13617,1070,1,2390000000,Asia,Southern Asia,BTN
Bolivia,2004,62.96863,970,2,35400000000,Americas,South America,BOL
Bosnia and Herzegovina,2004,74.95949,2520,2,22100000000,Europe,Southern Europe,BIH
Botswana,2004,52.35632,3770,3,17700000000,Africa,Southern Africa,BWA
Brazil,2004,71.532,3280,2,1920000000000,Americas,South America,BRA
British Virgin Islands,2004,,,,,Americas,Caribbean,VGB
Brunei Darussalam,2004,76.02412,20200,4,26000000000,Asia,South-eastern Asia,BRN
Bulgaria,2004,72.56341,3020,2,70800000000,Europe,Eastern Europe,BGR
Burkina Faso,2004,52.76778,340,1,13500000000,Africa,Western Africa,BFA
Burundi,2004,52.39639,120,1,4600000000,Africa,Eastern Africa,BDI
Cabo Verde,2004,71.17639,1850,2,1780000000,Africa,Western Africa,CPV
Cambodia,2004,62.07361,400,1,19900000000,Asia,South-eastern Asia,KHM
Cameroon,2004,51.71649,800,1,38700000000,Africa,Middle Africa,CMR
Canada,2004,80.14146,29200,5,1080000000000,Americas,Northern America,CAN
Cayman Islands,2004,,,4,,Americas,Caribbean,CYM
Central African Republic,2004,44.43968,300,1,2880000000,Africa,Middle Africa,CAF
Chad,2004,47.79583,340,1,13300000000,Africa,Middle Africa,TCD
Channel Islands,2004,78.62532,49500,4,,Europe,Western Europe,CHI
Chile,2004,78.28939,5310,3,191000000000,Americas,South America,CHL
China,2004,73.41995,1510,6,5770000000000,Asia,Eastern Asia,CHN
Colombia,2004,72.02495,2580,2,330000000000,Americas,South America,COL
Comoros,2004,59.88876,540,1,755000000,Africa,Eastern Africa,COM
"Congo, Dem. Rep.",2004,52.87927,190,1,24400000000,Africa,Middle Africa,COD
"Congo, Rep.",2004,52.598,790,1,14100000000,Africa,Middle Africa,COG
Costa Rica,2004,77.96537,4390,3,38895503400,Americas,Central America,CRI
Cote d'Ivoire,2004,47.29654,780,1,41700000000,Africa,Western Africa,CIV
Croatia,2004,75.52024,8270,3,62600000000,Europe,Southern Europe,HRV
Cuba,2004,77.64468,3490,2,124000000000,Americas,Caribbean,CUB
Curacao,2004,,,,,Americas,Caribbean,CUW
Cyprus,2004,78.46576,20900,4,19000000000,Asia,Western Asia,CYP
Czech Republic,2004,75.72195,10200,3,212000000000,Europe,Eastern Europe,CZE
Denmark,2004,77.49268,42760,5,178000000000,Europe,Northern Europe,DNK
Djibouti,2004,57.66363,980,2,1480000000,Africa,Eastern Africa,DJI
Dominica,2004,,5080,3,539278200,Americas,Caribbean,DMA
Dominican Republic,2004,71.48354,2480,2,64000000000,Americas,Caribbean,DOM
Ecuador,2004,73.94232,2560,2,96900000000,Americas,South America,ECU
"Egypt, Arab Rep.",2004,69.26578,1230,2,507000000000,Africa,Northern Africa,EGY
El Salvador,2004,69.88273,2660,2,34934419934,Americas,Central America,SLV
Equatorial Guinea,2004,53.31578,2040,3,17600000000,Africa,Middle Africa,GNQ
Eritrea,2004,58.09283,230,1,5440000000,Africa,Eastern Africa,ERI
Estonia,2004,71.90976,7480,3,19700000000,Europe,Northern Europe,EST
Ethiopia,2004,55.18983,130,1,43400000000,Africa,Eastern Africa,ETH
Faroe Islands,2004,79.14146,,4,,Europe,Northern Europe,FRO
Fiji,2004,68.31768,3030,2,5230000000,Oceania,Melanesia,FJI
Finland,2004,78.71463,35200,5,163000000000,Europe,Northern Europe,FIN
France,2004,80.16341,31500,5,1830000000000,Europe,Western Europe,FRA
French Polynesia,2004,73.87032,,4,,Oceania,Polynesia,PYF
Gabon,2004,59.17378,4320,3,19800000000,Africa,Middle Africa,GAB
"Gambia, The",2004,57.4871,420,1,1940000000,Africa,Western Africa,GMB
Georgia,2004,72.75029,1120,2,16200000000,Asia,Western Asia,GEO
Germany,2004,78.68049,31700,5,2590000000000,Europe,Western Europe,DEU
Ghana,2004,58.22237,390,1,44600000000,Africa,Western Africa,GHA
Gibraltar,2004,,,,,Europe,Southern Europe,GIB
Greece,2004,79.03902,19600,5,279000000000,Europe,Southern Europe,GRC
Greenland,2004,68.80683,25800,4,,Americas,Northern America,GRL
Grenada,2004,71.1428,5440,3,932000000,Americas,Caribbean,GRD
Guam,2004,76.44768,,4,,Oceania,Micronesia,GUM
Guatemala,2004,69.3669,1850,2,68600000000,Americas,Central America,GTM
Guinea,2004,52.04107,350,1,9710000000,Africa,Western Africa,GIN
Guinea-Bissau,2004,52.12605,350,1,1530000000,Africa,Western Africa,GNB
Guyana,2004,65.47366,940,2,3100000000,Americas,South America,GUY
Haiti,2004,58.82093,370,1,12300000000,Americas,Caribbean,HTI
Honduras,2004,71.29283,1290,2,22174477022,Americas,Central America,HND
Hong Kong,2004,81.78049,28100,4,224000000000,Asia,Eastern Asia,HKG
Hungary,2004,72.64878,8700,3,164000000000,Europe,Eastern Europe,HUN
Iceland,2004,80.99756,41400,5,10300000000,Europe,Northern Europe,ISL
India,2004,64.1478,620,1,2900000000000,Asia,Southern Asia,IND
Indonesia,2004,66.97488,1080,2,1260000000000,Asia,South-eastern Asia,IDN
Iran,2004,71.59363,2480,2,848000000000,Asia,Southern Asia,IRN
Iraq,2004,68.56012,,2,243000000000,Asia,Western Asia,IRQ
Ireland,2004,78.53902,37800,5,158000000000,Europe,Northern Europe,IRL
Isle of Man,2004,,33300,,,Europe,Northern Europe,IMN
Israel,2004,80.14634,19900,4,172000000000,Asia,Western Asia,ISR
Italy,2004,80.78049,28200,5,1700000000000,Europe,Southern Europe,ITA
Jamaica,2004,73.15561,3770,2,19738071700,Americas,Caribbean,JAM
Japan,2004,82.03024,38400,5,3880000000000,Asia,Eastern Asia,JPN
Jordan,2004,72.47376,2330,2,40101333309,Asia,Western Asia,JOR
Kazakhstan,2004,65.8878,2300,2,191000000000,Asia,Central Asia,KAZ
Kenya,2004,52.55224,470,1,65300000000,Africa,Eastern Africa,KEN
Kiribati,2004,64.66529,1530,2,149961527,Oceania,Micronesia,KIR
North Korea,2004,67.85983,,1,,Asia,Eastern Asia,PRK
South Korea,2004,77.84659,15700,5,1100000000000,Asia,Eastern Asia,KOR
Kosovo,2004,68.44634,,,9320000000,Europe,Southern Europe,XKX
Kuwait,2004,73.583,28600,4,167000000000,Asia,Western Asia,KWT
Kyrgyz Republic,2004,68.15366,400,1,10600000000,Asia,Central Asia,KGZ
Lao PDR,2004,61.16944,390,1,13600000000,Asia,South-eastern Asia,LAO
Latvia,2004,72.02683,5810,3,27700000000,Europe,Northern Europe,LVA
Lebanon,2004,76.38012,5550,3,41100000000,Asia,Western Asia,LBN
Lesotho,2004,43.53346,850,1,3220000000,Africa,Southern Africa,LSO
Liberia,2004,54.09624,90,1,1600000000,Africa,Western Africa,LBR
Libya,2004,71.2768,5150,3,116000000000,Africa,Northern Africa,LBY
Liechtenstein,2004,81.77073,78400,4,,Europe,Western Europe,LIE
Lithuania,2004,71.96098,6040,3,44000000000,Europe,Northern Europe,LTU
Luxembourg,2004,79.12195,55900,5,29100000000,Europe,Western Europe,LUX
Macao,2004,78.44812,22900,4,24700000000,Asia,Eastern Asia,MAC
"Macedonia, FYR",2004,73.96076,2590,2,14600000000,Europe,Southern Europe,MKD
Madagascar,2004,60.72871,290,1,21000000000,Africa,Eastern Africa,MDG
Malawi,2004,46.95734,300,1,9150000000,Africa,Eastern Africa,MWI
Malaysia,2004,73.48122,4710,3,390000000000,Asia,South-eastern Asia,MYS
Maldives,2004,73.61759,3920,2,2400000000,Asia,Southern Asia,MDV
Mali,2004,51.70107,400,1,18200000000,Africa,Western Africa,MLI
Malta,2004,79.25366,14300,4,8590000000,Europe,Southern Europe,MLT
Marshall Islands,2004,,3320,2,140000000,Oceania,Micronesia,MHL
Mauritania,2004,60.4751,590,1,7400000000,Africa,Western Africa,MRT
Mauritius,2004,72.27675,5040,3,13000000000,Africa,Eastern Africa,MUS
Mexico,2004,75.11549,7390,3,1210000000000,Americas,Central America,MEX
"Micronesia, Fed. Sts.",2004,67.77602,2440,2,296000000,Oceania,Micronesia,FSM
Moldova,2004,67.52451,730,1,9540000000,Europe,Eastern Europe,MDA
Monaco,2004,,113000,4,,Europe,Western Europe,MCO
Mongolia,2004,64.73495,760,1,12300000000,Asia,Eastern Asia,MNG
Montenegro,2004,73.43378,3100,,4810000000,Europe,Southern Europe,MNE
Morocco,2004,70.03883,1840,2,139000000000,Africa,Northern Africa,MAR
Mozambique,2004,50.20963,310,1,12300000000,Africa,Eastern Africa,MOZ
Myanmar,2004,63.28322,220,1,83800000000,Asia,South-eastern Asia,MMR
Namibia,2004,54.92346,2760,2,12400000000,Africa,Southern Africa,NAM
Nauru,2004,,,,,Oceania,Micronesia,NRU
Nepal,2004,64.92259,290,1,36000000000,Asia,Southern Asia,NPL
Netherlands,2004,79.09512,37300,5,577000000000,Europe,Western Europe,NLD
New Caledonia,2004,75.51463,,4,,Oceania,Melanesia,NCL
New Zealand,2004,79.54878,21500,5,103000000000,Oceania,Australia and New Zealand,NZL
Nicaragua,2004,71.4429,1100,1,16900000000,Americas,Central America,NIC
Niger,2004,53.28244,220,1,8580000000,Africa,Western Africa,NER
Nigeria,2004,48.12566,610,1,481000000000,Africa,Western Africa,NGA
Northern Mariana Islands,2004,,,3,,Oceania,Micronesia,MNP
Norway,2004,79.84146,54100,5,195000000000,Europe,Northern Europe,NOR
Oman,2004,74.023,9370,3,87600000000,Asia,Western Asia,OMN
Pakistan,2004,63.66746,640,1,495000000000,Asia,Southern Asia,PAK
Palau,2004,,8680,3,251000000,Oceania,Micronesia,PLW
Panama,2004,75.80376,4520,3,31800000000,Americas,Central America,PAN
Papua New Guinea,2004,60.265,570,1,9010000000,Oceania,Melanesia,PNG
Paraguay,2004,71.07117,1130,2,30000000000,Americas,South America,PRY
Peru,2004,72.1362,2300,2,170000000000,Americas,South America,PER
Philippines,2004,67.1542,1400,2,339000000000,Asia,South-eastern Asia,PHL
Poland,2004,74.84634,6220,3,510000000000,Europe,Eastern Europe,POL
Portugal,2004,77.67073,16100,5,225000000000,Europe,Southern Europe,PRT
Puerto Rico,2004,78.17585,13800,4,123000000000,Americas,Caribbean,PRI
Qatar,2004,76.91607,37200,4,76200000000,Asia,Western Asia,QAT
