Country,ISO,Region,Year,World Bank Classification,r_Gross Domestic Product (PPP),y_Life Expectancy (years),x_GNI per capita (US$)
Tajikistan,TJK,Asia,2004,1,9460000000,65.5,270
Tanzania,TZA,Africa,2004,1,55600000000,54.4,360
Thailand,THA,Asia,2004,2,624000000000,71.8,2520
Timor-Leste,TLS,Asia,2004,1,1120000000,63.2,740
Togo,TGO,Africa,2004,1,5720000000,54.2,330
Tonga,TON,Oceania,2004,2,424000000,71.3,2160
Trinidad and Tobago,TTO,Americas,2004,3,27800000000,68.9,9690
Tunisia,TUN,Africa,2004,2,74100000000,73.3,2930
Turkey,TUR,Asia,2004,3,706000000000,72.0,5060
Turkmenistan,TKM,Asia,2004,2,23600000000,64.3,1310
Turks and Caicos Islands,TCA,Americas,2004,,,,
Tuvalu,TUV,Oceania,2004,,26000000,,3310
Uganda,UGA,Africa,2004,1,28700000000,50.7,270
Ukraine,UKR,Europe,2004,2,287000000000,68.2,1270
United Arab Emirates,ARE,Asia,2004,4,349000000000,75.5,37000
United Kingdom,GBR,Europe,2004,5,1900000000000,78.7,37700
United States,USA,Americas,2004,5,12300000000000,77.5,43680
Uruguay,URY,Americas,2004,3,34600000000,75.5,4130
Uzbekistan,UZB,Asia,2004,1,64700000000,67.3,460
Vanuatu,VUT,Oceania,2004,2,448000000,69.0,1590
"Venezuela, RB",VEN,Americas,2004,3,313000000000,73.1,4050
Vietnam,VNM,Asia,2004,1,230000000000,74.0,590
Virgin Islands (U.S.),VIR,Americas,2004,4,,78.7,
West Bank and Gaza,PSE,Asia,2004,0,11628118997,71.3,1480
"Yemen, Rep.",YEM,Asia,2004,1,69900000000,61.3,600
Zambia,ZMB,Africa,2004,1,24068937291,47.9,460
Zimbabwe,ZWE,Africa,2004,1,19644640257,41.1,420
Taiwan,TWN,Asia,2004,4,605000000000,77.1,15879
Afghanistan,AFG,Asia,2005,1,25400000000,57.0,250
Albania,ALB,Europe,2005,2,17900000000,76.1,2670
Algeria,DZA,Africa,2005,2,365000000000,72.2,2710
American Samoa,ASM,Oceania,2005,3,,,
Andorra,AND,Europe,2005,,,,40000
Angola,AGO,Africa,2005,2,68800000000,48.5,1170
Antigua and Barbuda,ATG,Americas,2005,4,1570000000,74.4,11900
Argentina,ARG,Americas,2005,3,542000000000,74.7,4600
Armenia,ARM,Asia,2005,2,14219082019,73.3,1520
Aruba,ABW,Americas,2005,4,,74.2,
Australia,AUS,Oceania,2005,5,664000000000,80.8,30300
Austria,AUT,Europe,2005,5,287000000000,79.3,38500
Azerbaijan,AZE,Asia,2005,2,60162435045,68.9,1270
"Bahamas, The",BHS,Americas,2005,4,7440000000,73.6,23500
Bahrain,BHR,Asia,2005,4,34200000000,75.4,17000
Bangladesh,BGD,Asia,2005,1,246000000000,68.0,540
Barbados,BRB,Americas,2005,3,3680000000,74.0,13600
Belarus,BLR,Europe,2005,2,93400000000,68.9,2820
Belgium,BEL,Europe,2005,5,349000000000,79.0,37850
Belize,BLZ,Americas,2005,3,1990000000,69.1,3680
Benin,BEN,Africa,2005,1,12300000000,57.1,590
Bermuda,BMU,Americas,2005,4,3200000000,78.7,
Bhutan,BTN,Asia,2005,1,2640000000,64.9,1220
Bolivia,BOL,Americas,2005,2,38147735826,63.5,1030
Bosnia and Herzegovina,BIH,Europe,2005,2,24400000000,75.1,3070
Botswana,BWA,Africa,2005,3,19100000000,54.6,4760
Brazil,BRA,Americas,2005,2,2050000000000,71.8,3910
British Virgin Islands,VGB,Americas,2005,,,,
Brunei Darussalam,BRN,Asia,2005,4,27000000000,76.2,23300
Bulgaria,BGR,Europe,2005,2,78700000000,72.6,3760
Burkina Faso,BFA,Africa,2005,1,15100000000,53.6,410
Burundi,BDI,Africa,2005,1,4790000000,52.7,130
Cabo Verde,CPV,Africa,2005,2,1962096115,71.5,2110
Cambodia,KHM,Asia,2005,1,23300000000,63.0,460
Cameroon,CMR,Africa,2005,2,40900000000,51.9,900
Canada,CAN,Americas,2005,5,1170000000000,80.3,34000
Cayman Islands,CYM,Americas,2005,4,,,
Central African Republic,CAF,Africa,2005,1,3000000000,44.7,340
Chad,TCD,Africa,2005,1,16100000000,48.0,470
Channel Islands,CHI,Europe,2005,4,,78.9,55320
Chile,CHL,Americas,2005,3,209000000000,78.6,6340
China,CHN,Asia,2005,6,6640000000000,73.8,1760
Colombia,COL,Americas,2005,2,357000000000,72.3,2920
Comoros,COM,Africa,2005,1,801000000,60.1,620
"Congo, Dem. Rep.",COD,Africa,2005,1,26700000000,53.6,200
"Congo, Rep.",COG,Africa,2005,2,15700000000,53.6,980
Costa Rica,CRI,Americas,2005,3,41700000000,78.1,4650
Cote d'Ivoire,CIV,Africa,2005,1,43800000000,47.8,940
Croatia,HRV,Europe,2005,3,66000000000,75.2,9870
Cuba,CUB,Americas,2005,2,143000000000,77.9,3960
Curacao,CUW,Americas,2005,,,,
Cyprus,CYP,Asia,2005,4,20804238177,78.6,24450
Czech Republic,CZE,Europe,2005,3,224000000000,75.9,12400
Denmark,DNK,Europe,2005,5,185000000000,77.8,49600
Djibouti,DJI,Africa,2005,2,1580000000,58.0,1030
Dominica,DMA,Americas,2005,3,556139038,,5140
Dominican Republic,DOM,Americas,2005,2,72200000000,71.7,2910
Ecuador,ECU,Americas,2005,2,105000000000,74.1,2900
"Egypt, Arab Rep.",EGY,Africa,2005,2,547000000000,69.4,1240
El Salvador,SLV,Americas,2005,2,37300000000,70.2,2870
Equatorial Guinea,GNQ,Africa,2005,3,21200000000,53.7,4660
Eritrea,ERI,Africa,2005,1,5756383486,58.6,260
Estonia,EST,Europe,2005,3,22400000000,72.6,9710
Ethiopia,ETH,Africa,2005,1,50000000000,56.2,160
Faroe Islands,FRO,Europe,2005,4,,79.3,
Fiji,FJI,Oceania,2005,2,5430000000,68.5,3590
Finland,FIN,Europe,2005,5,168000000000,78.8,40100
France,FRA,Europe,2005,5,1930000000000,80.2,36000
French Polynesia,PYF,Oceania,2005,4,,74.2,
Gabon,GAB,Africa,2005,3,21200000000,59.5,5580
"Gambia, The",GMB,Africa,2005,1,1990000000,57.9,400
Georgia,GEO,Asia,2005,2,18300000000,73.0,1410
Germany,DEU,Europe,2005,5,2640000000000,78.9,35900
Ghana,GHA,Africa,2005,1,48700000000,58.7,470
Gibraltar,GIB,Europe,2005,,,,
Greece,GRC,Europe,2005,5,281000000000,79.2,22800
Greenland,GRL,Americas,2005,4,,69.2,30000
Grenada,GRD,Americas,2005,3,1090000000,71.4,6760
Guam,GUM,Oceania,2005,4,,76.7,
Guatemala,GTM,Americas,2005,2,73100000000,69.6,1990
Guinea,GIN,Africa,2005,1,10300000000,52.6,340
Guinea-Bissau,GNB,Africa,2005,1,1640000000,52.3,390
Guyana,GUY,Americas,2005,2,3135415508,65.6,1060
Haiti,HTI,Americas,2005,1,12900000000,59.2,400
Honduras,HND,Americas,2005,2,24300000000,71.5,1390
Hong Kong,HKG,Asia,2005,4,248000000000,81.6,28900
Hungary,HUN,Europe,2005,3,172000000000,72.6,10400
Iceland,ISL,Europe,2005,5,11000000000,81.5,50700
India,IND,Asia,2005,1,3270000000000,64.5,730
Indonesia,IDN,Asia,2005,2,1380000000000,67.2,1220
Iran,IRN,Asia,2005,2,912000000000,71.9,2910
Iraq,IRQ,Asia,2005,2,262000000000,68.4,
Ireland,IRL,Europe,2005,5,168000000000,78.9,44600
Isle of Man,IMN,Europe,2005,,,,38700
Israel,ISR,Asia,2005,4,172000000000,80.2,21200
Italy,ITA,Europe,2005,5,1740000000000,80.8,32400
Jamaica,JAM,Americas,2005,2,20600000000,73.4,3920
Japan,JPN,Asia,2005,5,4050000000000,81.9,40600
Jordan,JOR,Asia,2005,2,44770772414,72.6,2530
Kazakhstan,KAZ,Asia,2005,2,216000000000,65.9,2950
Kenya,KEN,Africa,2005,1,71400000000,53.5,530
Kiribati,KIR,Oceania,2005,2,162000000,64.8,1730
North Korea,PRK,Asia,2005,1,,68.2,
South Korea,KOR,Asia,2005,5,1170000000000,78.4,17800
Kosovo,XKX,Europe,2005,0,10200869013,68.7,
Kuwait,KWT,Asia,2005,4,189000000000,73.7,34600
Kyrgyz Republic,KGZ,Asia,2005,1,10900000000,68.0,450
Lao PDR,LAO,Asia,2005,1,15100000000,61.7,460
Latvia,LVA,Europe,2005,3,31000000000,71.4,7350
Lebanon,LBN,Asia,2005,3,43600000000,76.8,5710
Lesotho,LSO,Africa,2005,2,3420000000,43.7,1050
Liberia,LBR,Africa,2005,1,1736129144,55.1,120
Libya,LBY,Africa,2005,3,134000000000,71.5,6860
Liechtenstein,LIE,Europe,2005,4,,80.7,92400
Lithuania,LTU,Europe,2005,3,48300000000,71.3,7600
Luxembourg,LUX,Europe,2005,5,31400000000,79.4,66400
Macao,MAC,Asia,2005,4,27600000000,78.6,24800
"Macedonia, FYR",MKD,Europe,2005,2,16000000000,74.1,3010
Madagascar,MDG,Africa,2005,1,22700000000,61.2,290
Malawi,MWI,Africa,2005,1,9750000000,48.3,300
Malaysia,MYS,Asia,2005,3,424000000000,73.6,5250
Maldives,MDV,Asia,2005,2,2280000000,74.3,3570
Mali,MLI,Africa,2005,1,20100000000,52.6,460
Malta,MLT,Europe,2005,4,8980000000,79.3,15700
Marshall Islands,MHL,Oceania,2005,2,148000000,,3570
Mauritania,MRT,Africa,2005,1,8320000000,60.7,690
Mauritius,MUS,Africa,2005,3,13600000000,72.4,5420
Mexico,MEX,Americas,2005,3,1320000000000,75.3,7720
"Micronesia, Fed. Sts.",FSM,Oceania,2005,2,312000000,67.9,2550
Moldova,MDA,Europe,2005,2,10600000000,67.7,890
Monaco,MCO,Europe,2005,4,,,128000
Mongolia,MNG,Asia,2005,1,13600000000,65.2,900
Montenegro,MNE,Europe,2005,0,5110000000,73.6,3660
Morocco,MAR,Africa,2005,2,148000000000,70.4,2070
Mozambique,MOZ,Africa,2005,1,13800000000,50.6,350
Myanmar,MMR,Asia,2005,1,98200000000,63.6,260
Namibia,NAM,Africa,2005,2,13100000000,56.0,3390
Nauru,NRU,Oceania,2005,,,,
Nepal,NPL,Asia,2005,1,38500000000,65.5,310
Netherlands,NLD,Europe,2005,5,608000000000,79.3,42400
New Caledonia,NCL,Oceania,2005,4,,75.2,
New Zealand,NZL,Oceania,2005,5,106000000000,79.9,25440
Nicaragua,NIC,Americas,2005,2,18200000000,71.8,1180
Niger,NER,Africa,2005,1,9250000000,53.9,250
Nigeria,NGA,Africa,2005,1,513000000000,48.7,660
Northern Mariana Islands,MNP,Oceania,2005,3,,,
Norway,NOR,Europe,2005,5,221000000000,80.0,63800
Oman,OMN,Asia,2005,3,92701552364,74.4,10640
Pakistan,PAK,Asia,2005,1,550000000000,63.9,740
Palau,PLW,Oceania,2005,3,262000000,69.1,9250
Panama,PAN,Americas,2005,3,35200000000,76.0,4860
Papua New Guinea,PNG,Oceania,2005,1,9890000000,60.6,700
Paraguay,PRY,Americas,2005,2,31600000000,71.3,1230
Peru,PER,Americas,2005,2,187000000000,72.5,2510
Philippines,PHL,Asia,2005,2,367000000000,67.3,1520
Poland,POL,Europe,2005,3,530000000000,75.0,7300
Portugal,PRT,Europe,2005,5,239000000000,78.1,18600
Puerto Rico,PRI,Americas,2005,4,128000000000,78.3,14800
Qatar,QAT,Asia,2005,4,84600000000,77.0,39600
Romania,ROU,Europe,2005,3,207000000000,71.9,3930
Russian Federation,RUS,Europe,2005,3,1700000000000,65.5,4450
Rwanda,RWA,Africa,2005,1,8170000000,54.8,270
Samoa,WSM,Oceania,2005,2,855000000,71.0,2370
San Marino,SMR,Europe,2005,4,,82.0,41800
Sao Tome and Principe,STP,Africa,2005,1,309000000,64.6,780
Saudi Arabia,SAU,Asia,2005,4,855000000000,73.2,12500
Senegal,SEN,Africa,2005,1,21100000000,60.4,770
Serbia,SRB,Europe,2005,0,64800000000,72.8,3630
Seychelles,SYC,Africa,2005,3,1310000000,72.1,11100
Sierra Leone,SLE,Africa,2005,1,5280000000,43.6,320
Singapore,SGP,Asia,2005,4,235000000000,80.0,28400
Sint Maarten (Dutch part),SXM,Americas,2005,,,,
Slovak Republic,SVK,Europe,2005,3,89300000000,73.9,11300
Slovenia,SVN,Europe,2005,4,47900000000,77.6,18400
Solomon Islands,SLB,Oceania,2005,1,669000000,65.6,900
Somalia,SOM,Africa,2005,1,,52.4,
South Africa,ZAF,Africa,2005,3,469000000000,51.6,5050
South Sudan,SSD,Africa,2005,0,,51.2,
Spain,ESP,Europe,2005,5,1210000000000,80.2,25900
Sri Lanka,LKA,Asia,2005,2,113000000000,74.0,1220
St. Kitts and Nevis,KNA,Americas,2005,3,921000000,,11000
St. Lucia,LCA,Americas,2005,3,1510000000,73.0,5360
St. Martin (French part),MAF,Americas,2005,0,,77.9,
St. Vincent and the Grenadines,VCT,Americas,2005,3,902000000,71.2,4950
Sudan,SDN,Africa,2005,1,94256168924,59.8,560
Suriname,SUR,Americas,2005,2,5440000000,68.8,3240
Swaziland,SWZ,Africa,2005,2,6770000000,45.9,2830
Sweden,SWE,Europe,2005,5,307000000000,80.5,45400
Switzerland,CHE,Europe,2005,5,301000000000,81.2,61600
Syrian Arab Republic,SYR,Asia,2005,2,,74.4,1530
Tajikistan,TJK,Asia,2005,1,10416569970,66.1,320
Tanzania,TZA,Africa,2005,1,62000000000,55.6,410
Thailand,THA,Asia,2005,2,671000000000,72.2,2770
Timor-Leste,TLS,Asia,2005,1,1220000000,64.2,910
Togo,TGO,Africa,2005,1,5970000000,54.5,360
Tonga,TON,Oceania,2005,2,445051888,71.5,2470
Trinidad and Tobago,TTO,Americas,2005,3,30500000000,69.0,11200
Tunisia,TUN,Africa,2005,2,79184001838,73.5,3190
Turkey,TUR,Asia,2005,3,778000000000,72.4,6510
Turkmenistan,TKM,Asia,2005,2,27500000000,64.4,1600
Turks and Caicos Islands,TCA,Americas,2005,,,,
Tuvalu,TUV,Oceania,2005,,25900000,,3740
Uganda,UGA,Africa,2005,1,31500000000,51.8,300
Ukraine,UKR,Europe,2005,2,304000000000,68.0,1540
United Arab Emirates,ARE,Asia,2005,4,378000000000,75.7,38400
United Kingdom,GBR,Europe,2005,5,1950000000000,79.0,42800
United States,USA,Americas,2005,5,13100000000000,77.5,46300
Uruguay,URY,Americas,2005,3,38400000000,75.6,4720
Uzbekistan,UZB,Asia,2005,1,71500000000,67.3,530
Vanuatu,VUT,Oceania,2005,2,486000000,69.3,1780
"Venezuela, RB",VEN,Americas,2005,3,356000000000,73.2,4920
Vietnam,VNM,Asia,2005,1,256000000000,74.1,680
Virgin Islands (U.S.),VIR,Americas,2005,4,,78.5,
West Bank and Gaza,PSE,Asia,2005,0,13300000000,71.5,1660
"Yemen, Rep.",YEM,Asia,2005,1,76200000000,61.5,690
Zambia,ZMB,Africa,2005,1,26640956600,49.4,550
Zimbabwe,ZWE,Africa,2005,1,19118712455,41.8,430
Taiwan,TWN,Asia,2005,4,658000000000,77.3,16930
Afghanistan,AFG,Asia,2006,1,27600000000,57.4,280
Albania,ALB,Europe,2006,2,19900000000,76.3,3090
Algeria,DZA,Africa,2006,2,383000000000,72.6,3100
American Samoa,ASM,Oceania,2006,3,,,
Andorra,AND,Europe,2006,,,,42700
Angola,AGO,Africa,2006,2,85600000000,49.0,1630
Antigua and Barbuda,ATG,Americas,2006,4,1840000000,74.6,13400
Argentina,ARG,Americas,2006,3,604000000000,74.8,5500
Armenia,ARM,Asia,2006,2,16600000000,73.5,1990
Aruba,ABW,Americas,2006,4,,74.4,
Australia,AUS,Oceania,2006,5,710000000000,81.0,34100
Austria,AUT,Europe,2006,5,310000000000,79.9,41260
Azerbaijan,AZE,Asia,2006,2,83400000000,69.4,1890
"Bahamas, The",BHS,Americas,2006,4,7860000000,73.9,23600
Bahrain,BHR,Asia,2006,4,37500000000,75.6,18200
Bangladesh,BGD,Asia,2006,1,271000000000,68.4,560
Barbados,BRB,Americas,2006,4,4010000000,74.2,14600
Belarus,BLR,Europe,2006,2,106000000000,69.4,3520
Belgium,BEL,Europe,2006,5,373000000000,79.4,40000
Belize,BLZ,Americas,2006,3,2141635886,69.3,3780
Benin,BEN,Africa,2006,1,13200000000,57.5,610
Bermuda,BMU,Americas,2006,4,3480000000,78.9,
Bhutan,BTN,Asia,2006,2,2910000000,65.6,1340
Bolivia,BOL,Americas,2006,2,41205907186,64.1,1120
Bosnia and Herzegovina,BIH,Europe,2006,2,27900000000,75.2,3380
Botswana,BWA,Africa,2006,3,21378657594,56.9,5270
Brazil,BRA,Americas,2006,3,2190000000000,72.1,4710
British Virgin Islands,VGB,Americas,2006,,,,
Brunei Darussalam,BRN,Asia,2006,4,29000000000,76.4,27700
Bulgaria,BGR,Europe,2006,3,86500000000,72.6,4230
Burkina Faso,BFA,Africa,2006,1,16600000000,54.4,430
Burundi,BDI,Africa,2006,1,5199140913,53.1,140
Cabo Verde,CPV,Africa,2006,2,2180000000,71.8,2250
Cambodia,KHM,Asia,2006,1,26600000000,63.8,520
Cameroon,CMR,Africa,2006,2,43500000000,52.2,960
Canada,CAN,Americas,2006,5,1240000000000,80.4,37600
Cayman Islands,CYM,Americas,2006,4,,,
Central African Republic,CAF,Africa,2006,1,3240000000,45.2,350
Chad,TCD,Africa,2006,1,16676652291,48.2,530
Channel Islands,CHI,Europe,2006,4,,79.2,59800
Chile,CHL,Americas,2006,3,255000000000,79.0,7360
China,CHN,Asia,2006,6,7710000000000,74.1,2060
Colombia,COL,Americas,2006,2,393000000000,72.5,3430
Comoros,COM,Africa,2006,1,848000000,60.4,650
"Congo, Dem. Rep.",COD,Africa,2006,1,29000000000,54.4,220
"Congo, Rep.",COG,Africa,2006,2,17200000000,54.6,1230
Costa Rica,CRI,Americas,2006,3,46100000000,78.2,5060
Cote d'Ivoire,CIV,Africa,2006,1,45800000000,48.3,950
Croatia,HRV,Europe,2006,3,75200000000,75.8,11000
Cuba,CUB,Americas,2006,2,165000000000,78.2,4520
Curacao,CUW,Americas,2006,0,,74.7,
Cyprus,CYP,Asia,2006,4,22900000000,78.7,26300
Czech Republic,CZE,Europe,2006,5,243000000000,76.5,13900
Denmark,DNK,Europe,2006,5,203000000000,78.1,53500
Djibouti,DJI,Africa,2006,2,1702795706,58.4,
Dominica,DMA,Americas,2006,3,590000000,,5480
Dominican Republic,DOM,Americas,2006,2,82400000000,71.9,3470
Ecuador,ECU,Americas,2006,2,113000000000,74.3,3120
"Egypt, Arab Rep.",EGY,Africa,2006,2,602000000000,69.6,1330
El Salvador,SLV,Americas,2006,2,40000000000,70.5,3040
Equatorial Guinea,GNQ,Africa,2006,3,23500000000,54.1,9850
Eritrea,ERI,Africa,2006,1,5880000000,59.1,280
Estonia,EST,Europe,2006,4,26000000000,72.7,11500
Ethiopia,ETH,Africa,2006,1,57200000000,57.3,180
Faroe Islands,FRO,Europe,2006,4,,79.6,
Fiji,FJI,Oceania,2006,2,5710000000,68.7,3630
Finland,FIN,Europe,2006,5,181000000000,79.2,42740
France,FRA,Europe,2006,5,2070000000000,80.8,38000
French Polynesia,PYF,Oceania,2006,4,,74.6,
Gabon,GAB,Africa,2006,3,21100000000,59.9,5750
"Gambia, The",GMB,Africa,2006,1,2070000000,58.3,410
Georgia,GEO,Asia,2006,2,20600000000,73.2,1790
Germany,DEU,Europe,2006,5,2820000000000,79.1,38400
Ghana,GHA,Africa,2006,1,53400000000,59.2,610
Gibraltar,GIB,Europe,2006,,,,
Greece,GRC,Europe,2006,5,314000000000,79.4,24600
Greenland,GRL,Americas,2006,4,,69.5,29500
Grenada,GRD,Americas,2006,3,1080000000,71.6,6530
Guam,GUM,Oceania,2006,4,,77.0,
Guatemala,GTM,Americas,2006,2,79400000000,69.9,2140
Guinea,GIN,Africa,2006,1,10900000000,53.3,300
Guinea-Bissau,GNB,Africa,2006,1,1730000000,52.6,410
Guyana,GUY,Americas,2006,2,3400000000,65.7,1340
Haiti,HTI,Americas,2006,1,13600000000,59.6,470
Honduras,HND,Americas,2006,2,26700000000,71.7,1470
Hong Kong,HKG,Asia,2006,4,274000000000,82.4,30300
Hungary,HUN,Europe,2006,3,184000000000,73.1,11300
Iceland,ISL,Europe,2006,5,11800000000,81.2,53500
India,IND,Asia,2006,1,3690000000000,64.9,810
Indonesia,IDN,Asia,2006,2,1500000000000,67.4,1380
Iran,IRN,Asia,2006,2,994000000000,72.3,3390
Iraq,IRQ,Asia,2006,2,297000000000,68.3,2020
Ireland,IRL,Europe,2006,5,189000000000,79.2,48400
Isle of Man,IMN,Europe,2006,,,,43200
Israel,ISR,Asia,2006,4,182000000000,80.6,22100
Italy,ITA,Europe,2006,5,1880000000000,81.3,34200
Jamaica,JAM,Americas,2006,2,21800000000,73.7,4230
Japan,JPN,Asia,2006,5,4230000000000,82.3,39930
Jordan,JOR,Asia,2006,2,49900000000,72.8,2720
Kazakhstan,KAZ,Asia,2006,3,246000000000,66.2,3860
Kenya,KEN,Africa,2006,1,78300000000,54.6,600
Kiribati,KIR,Oceania,2006,2,165000000,64.9,1760
North Korea,PRK,Asia,2006,1,,68.3,
South Korea,KOR,Asia,2006,5,1250000000000,79.0,20000
Kosovo,XKX,Europe,2006,0,11000000000,68.9,2510
Kuwait,KWT,Asia,2006,4,210000000000,73.7,41100
Kyrgyz Republic,KGZ,Asia,2006,1,11600000000,67.7,500
Lao PDR,LAO,Asia,2006,1,16900000000,62.3,510
Latvia,LVA,Europe,2006,3,35000000000,70.9,8870
Lebanon,LBN,Asia,2006,3,45605188952,77.2,5650
Lesotho,LSO,Africa,2006,2,3680000000,44.1,1160
Liberia,LBR,Africa,2006,1,1930000000,56.1,130
Libya,LBY,Africa,2006,3,147000000000,71.6,8570
Liechtenstein,LIE,Europe,2006,4,,80.9,104000
Lithuania,LTU,Europe,2006,3,53900000000,71.1,8820
Luxembourg,LUX,Europe,2006,5,36400000000,79.3,60200
Macao,MAC,Asia,2006,4,32200000000,78.9,27100
"Macedonia, FYR",MKD,Europe,2006,2,17700000000,74.2,3340
Madagascar,MDG,Africa,2006,1,24600000000,61.6,280
Malawi,MWI,Africa,2006,1,10500000000,49.8,310
Malaysia,MYS,Asia,2006,3,462000000000,73.7,5830
Maldives,MDV,Asia,2006,2,2810000000,74.9,4210
Mali,MLI,Africa,2006,1,21600000000,53.4,490
Malta,MLT,Europe,2006,4,9420000000,79.4,16300
Marshall Islands,MHL,Oceania,2006,2,156000000,,3620
Mauritania,MRT,Africa,2006,1,10200000000,60.9,830
Mauritius,MUS,Africa,2006,3,15200000000,72.4,5920
Mexico,MEX,Americas,2006,3,1460000000000,75.4,8280
"Micronesia, Fed. Sts.",FSM,Oceania,2006,2,321000000,68.1,2550
Moldova,MDA,Europe,2006,2,11400000000,67.9,1030
Monaco,MCO,Europe,2006,4,,,137000
Mongolia,MNG,Asia,2006,1,15200000000,65.6,1120
Montenegro,MNE,Europe,2006,3,6370000000,73.8,4310
Morocco,MAR,Africa,2006,2,164000000000,70.9,2250
Mozambique,MOZ,Africa,2006,1,15700000000,51.1,370
Myanmar,MMR,Asia,2006,1,114000000000,63.8,290
Namibia,NAM,Africa,2006,2,14500000000,57.3,3880
Nauru,NRU,Oceania,2006,,,,
Nepal,NPL,Asia,2006,1,41000000000,66.0,340
Netherlands,NLD,Europe,2006,5,664000000000,79.7,46100
New Caledonia,NCL,Oceania,2006,4,,76.5,
New Zealand,NZL,Oceania,2006,5,116000000000,80.0,26400
Nicaragua,NIC,Americas,2006,2,19500000000,72.2,1210
Niger,NER,Africa,2006,1,10100000000,54.7,260
Nigeria,NGA,Africa,2006,1,573000000000,49.2,840
Northern Mariana Islands,MNP,Oceania,2006,3,,,
Norway,NOR,Europe,2006,5,252000000000,80.3,70000
Oman,OMN,Asia,2006,3,101000000000,74.8,11600
Pakistan,PAK,Asia,2006,1,602000000000,64.1,820
Palau,PLW,Oceania,2006,3,263000000,,9190
Panama,PAN,Americas,2006,3,39400000000,76.1,5180
Papua New Guinea,PNG,Oceania,2006,1,10400000000,61.0,730
Paraguay,PRY,Americas,2006,2,34100000000,71.5,1470
Peru,PER,Americas,2006,2,207000000000,72.7,2780
Philippines,PHL,Asia,2006,2,398000000000,67.4,1650
Poland,POL,Europe,2006,3,578000000000,75.1,8430
Portugal,PRT,Europe,2006,5,260000000000,78.4,19300
Puerto Rico,PRI,Americas,2006,4,130000000000,78.4,15200
Qatar,QAT,Asia,2006,4,110000000000,77.1,52600
Romania,ROU,Europe,2006,3,248000000000,72.2,4960
Russian Federation,RUS,Europe,2006,3,2130000000000,66.6,5800
Rwanda,RWA,Africa,2006,1,9200000000,56.4,310
Samoa,WSM,Oceania,2006,2,898000000,71.3,2560
San Marino,SMR,Europe,2006,4,,82.2,44400
Sao Tome and Principe,STP,Africa,2006,1,347000000,64.9,900
Saudi Arabia,SAU,Asia,2006,4,930000000000,73.3,14200
Senegal,SEN,Africa,2006,1,22300000000,61.1,800
Serbia,SRB,Europe,2006,3,71300000000,73.4,3970
Seychelles,SYC,Africa,2006,3,1480000000,72.2,12600
Sierra Leone,SLE,Africa,2006,1,5750000000,44.5,340
Singapore,SGP,Asia,2006,4,264000000000,80.1,32100
Sint Maarten (Dutch part),SXM,Americas,2006,,,,
Slovak Republic,SVK,Europe,2006,3,101000000000,74.2,12900
Slovenia,SVN,Europe,2006,4,51700000000,78.1,20000
Solomon Islands,SLB,Oceania,2006,1,738000000,65.9,970
Somalia,SOM,Africa,2006,1,,52.7,
South Africa,ZAF,Africa,2006,3,510000000000,51.6,5690
South Sudan,SSD,Africa,2006,0,,51.6,
Spain,ESP,Europe,2006,5,1370000000000,80.8,28000
Sri Lanka,LKA,Asia,2006,2,125000000000,74.1,1370
St. Kitts and Nevis,KNA,Americas,2006,3,1000000000,,11900
St. Lucia,LCA,Americas,2006,3,1690000000,73.4,6030
St. Martin (French part),MAF,Americas,2006,0,,78.1,
St. Vincent and the Grenadines,VCT,Americas,2006,3,1001229756,71.5,5460
Sudan,SDN,Africa,2006,1,107000000000,60.3,710
Suriname,SUR,Americas,2006,2,5820000000,69.2,4060
Swaziland,SWZ,Africa,2006,2,7330000000,46.2,2970
Sweden,SWE,Europe,2006,5,340000000000,80.7,48700
Switzerland,CHE,Europe,2006,5,336000000000,81.5,63900
Syrian Arab Republic,SYR,Asia,2006,2,,74.4,1650
Tajikistan,TJK,Asia,2006,1,11500000000,66.7,370
Tanzania,TZA,Africa,2006,1,66900000000,56.8,450
Thailand,THA,Asia,2006,2,726000000000,72.5,3080
Timor-Leste,TLS,Asia,2006,1,1190000000,65.0,1340
Togo,TGO,Africa,2006,1,6410000000,54.9,380
Tonga,TON,Oceania,2006,2,455000000,71.6,2710
Trinidad and Tobago,TTO,Americas,2006,4,35612700879,69.1,13290
Tunisia,TUN,Africa,2006,2,85900000000,73.9,3360
Turkey,TUR,Asia,2006,3,900000000000,72.8,7520
Turkmenistan,TKM,Asia,2006,2,31500000000,64.5,1960
Turks and Caicos Islands,TCA,Americas,2006,,,,
