Country,ISO,Region,Year,World Bank Classification,r_Gross Domestic Product (PPP),y_Life Expectancy (years),x_GNI per capita (US$)
Sao Tome and Principe,STP,Africa,2002,1,241000000,63.7,
Saudi Arabia,SAU,Asia,2002,3,627000000000,72.9,8150
Senegal,SEN,Africa,2002,1,16300000000,58.6,470
Serbia,SRB,Europe,2002,0,51000000000,72.3,1430
Seychelles,SYC,Africa,2002,3,1220000000,73.0,6850
Sierra Leone,SLE,Africa,2002,1,4020000000,40.6,230
Singapore,SGP,Asia,2002,4,177000000000,78.6,21800
Sint Maarten (Dutch part),SXM,Americas,2002,,,,
Slovak Republic,SVK,Europe,2002,3,71500000000,73.6,6000
Slovenia,SVN,Europe,2002,4,40500000000,76.0,11000
Solomon Islands,SLB,Oceania,2002,1,525000000,64.1,840
Somalia,SOM,Africa,2002,1,,51.5,
South Africa,ZAF,Africa,2002,2,382000000000,53.4,2710
South Sudan,SSD,Africa,2002,0,,50.0,
Spain,ESP,Europe,2002,5,1010000000000,79.6,15600
Sri Lanka,LKA,Asia,2002,2,87700000000,72.6,850
St. Kitts and Nevis,KNA,Americas,2002,3,764000000,71.3,9030
St. Lucia,LCA,Americas,2002,3,1240000000,71.9,4390
St. Martin (French part),MAF,Americas,2002,0,,77.4,
St. Vincent and the Grenadines,VCT,Americas,2002,2,726000000,70.7,3940
Sudan,SDN,Africa,2002,1,72400000000,58.7,360
Suriname,SUR,Americas,2002,2,4150000000,68.1,1720
Swaziland,SWZ,Africa,2002,2,5520000000,46.5,1440
Sweden,SWE,Europe,2002,5,273000000000,79.8,28740
Switzerland,CHE,Europe,2002,5,275000000000,80.4,39700
Syrian Arab Republic,SYR,Asia,2002,2,,73.4,1210
Tajikistan,TJK,Asia,2002,1,7370000000,64.5,170
Tanzania,TZA,Africa,2002,1,46000000000,52.2,310
Thailand,THA,Asia,2002,2,523000000000,71.1,1980
Timor-Leste,TLS,Asia,2002,1,1080000000,61.2,810
Togo,TGO,Africa,2002,1,5090000000,53.7,250
Tonga,TON,Oceania,2002,2,398000000,71.0,1940
Trinidad and Tobago,TTO,Americas,2002,3,21500000000,68.7,6760
Tunisia,TUN,Africa,2002,2,63600000000,73.0,2210
Turkey,TUR,Asia,2002,2,593000000000,71.1,3470
Turkmenistan,TKM,Asia,2002,2,20700000000,64.1,750
Turks and Caicos Islands,TCA,Americas,2002,,,,
Tuvalu,TUV,Oceania,2002,,26000000,,3330
Uganda,UGA,Africa,2002,1,24100000000,48.5,250
Ukraine,UKR,Europe,2002,2,223000000000,68.3,790
United Arab Emirates,ARE,Asia,2002,4,280000000000,75.0,31700
United Kingdom,GBR,Europe,2002,5,1700000000000,78.1,28900
United States,USA,Americas,2002,5,11000000000000,76.9,37500
Uruguay,URY,Americas,2002,3,31200000000,75.1,5140
Uzbekistan,UZB,Asia,2002,1,55100000000,67.1,450
Vanuatu,VUT,Oceania,2002,2,394000000,68.3,1230
"Venezuela, RB",VEN,Americas,2002,3,274000000000,72.8,3940
Vietnam,VNM,Asia,2002,1,191000000000,73.6,460
Virgin Islands (U.S.),VIR,Americas,2002,4,,78.0,
West Bank and Gaza,PSE,Asia,2002,0,9320000000,71.1,1300
"Yemen, Rep.",YEM,Asia,2002,1,61800000000,60.9,510
Zambia,ZMB,Africa,2002,1,20064381503,45.3,350
Zimbabwe,ZWE,Africa,2002,1,23975548592,40.7,460
Taiwan,TWN,Asia,2002,4,521000000000,76.7,14062
Afghanistan,AFG,Asia,2003,1,21300000000,56.2,
Albania,ALB,Europe,2003,2,15546952059,75.5,1690
Algeria,DZA,Africa,2003,2,312000000000,71.4,1920
American Samoa,ASM,Oceania,2003,3,,,
Andorra,AND,Europe,2003,,,,27200
Angola,AGO,Africa,2003,1,49400000000,47.4,620
Antigua and Barbuda,ATG,Americas,2003,3,1330000000,74.0,10100
Argentina,ARG,Americas,2003,3,430000000000,74.3,3550
Armenia,ARM,Asia,2003,2,10700000000,72.6,950
Aruba,ABW,Americas,2003,4,,74.0,
Australia,AUS,Oceania,2003,5,591000000000,80.2,21100
Austria,AUT,Europe,2003,5,260000000000,78.6,27900
Azerbaijan,AZE,Asia,2003,2,40700000000,68.0,820
"Bahamas, The",BHS,Americas,2003,4,6730000000,73.1,21600
Bahrain,BHR,Asia,2003,4,28200000000,75.1,13200
Bangladesh,BGD,Asia,2003,1,207000000000,67.0,450
Barbados,BRB,Americas,2003,3,3289089057,73.7,11740
Belarus,BLR,Europe,2003,2,72200000000,68.6,1630
Belgium,BEL,Europe,2003,5,322000000000,78.1,27100
Belize,BLZ,Americas,2003,3,1750000000,68.7,3450
Benin,BEN,Africa,2003,1,11000000000,56.2,430
Bermuda,BMU,Americas,2003,4,2900000000,78.3,
Bhutan,BTN,Asia,2003,1,2197559185,63.3,950
Bolivia,BOL,Americas,2003,2,33100000000,62.4,920
Bosnia and Herzegovina,BIH,Europe,2003,2,20200000000,74.8,2020
Botswana,BWA,Africa,2003,3,16800000000,50.5,3230
Brazil,BRA,Americas,2003,2,1770000000000,71.2,2920
British Virgin Islands,VGB,Americas,2003,,,,
Brunei Darussalam,BRN,Asia,2003,4,25200000000,75.8,18000
Bulgaria,BGR,Europe,2003,2,65200000000,72.1,2350
Burkina Faso,BFA,Africa,2003,1,12600000000,52.0,280
Burundi,BDI,Africa,2003,1,4270000000,52.1,110
Cabo Verde,CPV,Africa,2003,2,1570317014,70.8,1480
Cambodia,KHM,Asia,2003,1,17600000000,61.1,350
Cameroon,CMR,Africa,2003,1,36351273785,51.6,660
Canada,CAN,Americas,2003,5,1020000000000,79.8,25200
Cayman Islands,CYM,Americas,2003,4,,,
Central African Republic,CAF,Africa,2003,1,2650000000,44.3,260
Chad,TCD,Africa,2003,1,9670000000,47.7,210
Channel Islands,CHI,Europe,2003,4,,78.3,42800
Chile,CHL,Americas,2003,3,175000000000,77.9,4650
China,CHN,Asia,2003,6,5100000000000,73.0,1280
Colombia,COL,Americas,2003,2,305000000000,71.8,2340
Comoros,COM,Africa,2003,1,721000000,59.7,450
"Congo, Dem. Rep.",COD,Africa,2003,1,22255968528,52.1,160
"Congo, Rep.",COG,Africa,2003,1,13278507347,51.8,710
Costa Rica,CRI,Americas,2003,3,36300000000,77.8,4040
Cote d'Ivoire,CIV,Africa,2003,1,40100000000,46.9,620
Croatia,HRV,Europe,2003,3,58300000000,74.6,6490
Cuba,CUB,Americas,2003,2,114000000000,77.4,3100
Curacao,CUW,Americas,2003,,,,
Cyprus,CYP,Asia,2003,4,17500000000,78.3,17100
Czech Republic,CZE,Europe,2003,3,197000000000,75.2,8060
Denmark,DNK,Europe,2003,5,166000000000,77.1,34900
Djibouti,DJI,Africa,2003,2,1390000000,57.4,890
Dominica,DMA,Americas,2003,3,508000000,,4810
Dominican Republic,DOM,Americas,2003,2,61500000000,71.3,2590
Ecuador,ECU,Americas,2003,2,87100000000,73.7,2130
"Egypt, Arab Rep.",EGY,Africa,2003,2,474000000000,69.1,1290
El Salvador,SLV,Americas,2003,2,33381785900,69.6,2470
Equatorial Guinea,GNQ,Africa,2003,1,12400000000,53.0,1390
Eritrea,ERI,Africa,2003,1,5220000000,57.6,200
Estonia,EST,Europe,2003,3,17900000000,71.3,5710
Ethiopia,ETH,Africa,2003,1,37100000000,54.2,110
Faroe Islands,FRO,Europe,2003,4,,78.9,
Fiji,FJI,Oceania,2003,2,4832419846,68.1,2420
Finland,FIN,Europe,2003,5,151000000000,78.4,28700
France,FRA,Europe,2003,5,1760000000000,79.1,26000
French Polynesia,PYF,Oceania,2003,4,,73.5,
Gabon,GAB,Africa,2003,3,19100000000,59.0,3870
"Gambia, The",GMB,Africa,2003,1,1770000000,57.0,420
Georgia,GEO,Asia,2003,2,14900000000,72.5,910
Germany,DEU,Europe,2003,5,2480000000000,78.4,26200
Ghana,GHA,Africa,2003,1,41100000000,57.8,320
Gibraltar,GIB,Europe,2003,,,,
Greece,GRC,Europe,2003,5,261000000000,78.8,15700
Greenland,GRL,Americas,2003,4,,68.4,21300
Grenada,GRD,Americas,2003,3,913449948,70.9,5370
Guam,GUM,Oceania,2003,4,,76.1,
Guatemala,GTM,Americas,2003,2,64700000000,69.0,1680
Guinea,GIN,Africa,2003,1,9230000000,51.6,320
Guinea-Bissau,GNB,Africa,2003,1,1440000000,51.9,300
Guyana,GUY,Americas,2003,2,2920000000,65.4,920
Haiti,HTI,Americas,2003,1,12400000000,58.5,370
Honduras,HND,Americas,2003,2,20300000000,71.1,1200
Hong Kong,HKG,Asia,2003,4,201000000000,81.3,26300
Hungary,HUN,Europe,2003,3,156000000000,72.3,6680
Iceland,ISL,Europe,2003,5,9350000000,81.0,33100
India,IND,Asia,2003,1,2620000000000,63.8,530
Indonesia,IDN,Asia,2003,2,1170000000000,66.8,900
Iran,IRN,Asia,2003,2,791000000000,71.3,2190
Iraq,IRQ,Asia,2003,2,154000000000,68.8,
Ireland,IRL,Europe,2003,5,145000000000,78.1,30000
Isle of Man,IMN,Europe,2003,,,,27100
Israel,ISR,Asia,2003,4,159000000000,79.6,18400
Italy,ITA,Europe,2003,5,1670000000000,80.0,23300
Jamaica,JAM,Americas,2003,2,19000000000,72.9,3530
Japan,JPN,Asia,2003,5,3690000000000,81.8,35100
Jordan,JOR,Asia,2003,2,35900000000,72.3,2050
Kazakhstan,KAZ,Asia,2003,2,169000000000,65.9,1800
Kenya,KEN,Africa,2003,1,60500000000,51.7,420
Kiribati,KIR,Oceania,2003,2,148000000,64.5,1310
North Korea,PRK,Asia,2003,1,,67.4,
South Korea,KOR,Asia,2003,5,1020000000000,77.3,13400
Kosovo,XKX,Europe,2003,0,8840000000,68.2,
Kuwait,KWT,Asia,2003,4,147000000000,73.5,23300
Kyrgyz Republic,KGZ,Asia,2003,1,9620000000,68.3,340
Lao PDR,LAO,Asia,2003,1,12500000000,60.6,340
Latvia,LVA,Europe,2003,3,25226841084,71.3,4660
Lebanon,LBN,Asia,2003,3,37800000000,75.9,4460
Lesotho,LSO,Africa,2003,1,3080000000,43.8,710
Liberia,LBR,Africa,2003,1,1520000000,53.3,80
Libya,LBY,Africa,2003,3,108000000000,71.1,5170
Liechtenstein,LIE,Europe,2003,4,,80.0,68200
Lithuania,LTU,Europe,2003,3,41200000000,72.1,
Luxembourg,LUX,Europe,2003,5,26800000000,77.7,43200
Macao,MAC,Asia,2003,4,19000000000,78.2,18200
"Macedonia, FYR",MKD,Europe,2003,2,13400000000,73.8,2110
Madagascar,MDG,Africa,2003,1,19428208368,60.2,280
Malawi,MWI,Africa,2003,1,8450000000,45.9,220
Malaysia,MYS,Asia,2003,3,356000000000,73.3,4130
Maldives,MDV,Asia,2003,2,2060000000,72.8,3400
Mali,MLI,Africa,2003,1,17500000000,50.9,350
Malta,MLT,Europe,2003,4,8340000000,78.5,12500
Marshall Islands,MHL,Oceania,2003,2,136000000,,3090
Mauritania,MRT,Africa,2003,1,6810000000,60.3,510
Mauritius,MUS,Africa,2003,3,12000000000,72.1,4260
Mexico,MEX,Americas,2003,3,1130000000000,74.9,6860
"Micronesia, Fed. Sts.",FSM,Oceania,2003,2,298000000,67.6,2380
Moldova,MDA,Europe,2003,1,8650000000,67.4,570
Monaco,MCO,Europe,2003,4,,,94100
Mongolia,MNG,Asia,2003,1,10800000000,64.3,610
Montenegro,MNE,Europe,2003,0,4490000000,73.3,2440
Morocco,MAR,Africa,2003,2,129000000000,69.6,1540
Mozambique,MOZ,Africa,2003,1,11100000000,49.8,270
Myanmar,MMR,Asia,2003,1,71800000000,63.0,180
Namibia,NAM,Africa,2003,2,10800000000,54.3,2170
Nauru,NRU,Oceania,2003,,,,
Nepal,NPL,Asia,2003,1,33500000000,64.3,260
Netherlands,NLD,Europe,2003,5,547000000000,78.5,30700
New Caledonia,NCL,Oceania,2003,4,,75.3,
New Zealand,NZL,Oceania,2003,5,96500000000,79.1,17000
Nicaragua,NIC,Americas,2003,1,15600000000,71.0,1010
Niger,NER,Africa,2003,1,8340000000,52.7,190
Nigeria,NGA,Africa,2003,1,350000000000,47.6,410
Northern Mariana Islands,MNP,Oceania,2003,3,,,
Norway,NOR,Europe,2003,5,176000000000,79.4,44800
Oman,OMN,Asia,2003,3,84200000000,73.6,8260
Pakistan,PAK,Asia,2003,1,449000000000,63.5,560
Palau,PLW,Oceania,2003,3,228000000,,7680
Panama,PAN,Americas,2003,3,28800000000,75.6,4120
Papua New Guinea,PNG,Oceania,2003,1,8537260860,59.9,500
Paraguay,PRY,Americas,2003,2,28000000000,70.8,1050
Peru,PER,Americas,2003,2,158000000000,71.8,2110
Philippines,PHL,Asia,2003,2,310000000000,67.0,1260
Poland,POL,Europe,2003,3,468000000000,74.6,5490
Portugal,PRT,Europe,2003,5,218000000000,77.2,13200
Puerto Rico,PRI,Americas,2003,4,118000000000,78.1,12500
Qatar,QAT,Asia,2003,4,62200000000,76.8,
Romania,ROU,Europe,2003,2,169000000000,71.3,2330
Russian Federation,RUS,Europe,2003,2,1340000000000,65.0,2580
Rwanda,RWA,Africa,2003,1,6738620622,51.8,210
Samoa,WSM,Oceania,2003,2,740000000,70.4,1720
San Marino,SMR,Europe,2003,4,,81.2,30370
Sao Tome and Principe,STP,Africa,2003,1,262000000,64.0,590
Saudi Arabia,SAU,Asia,2003,3,688000000000,73.0,8870
Senegal,SEN,Africa,2003,1,17800000000,59.1,550
Serbia,SRB,Europe,2003,0,53800000000,72.4,2260
Seychelles,SYC,Africa,2003,3,1170000000,71.0,7490
Sierra Leone,SLE,Africa,2003,1,4490000000,41.6,300
Singapore,SGP,Asia,2003,4,188000000000,79.0,23100
Sint Maarten (Dutch part),SXM,Americas,2003,,,,
Slovak Republic,SVK,Europe,2003,3,76000000000,73.6,6930
Slovenia,SVN,Europe,2003,4,42174601093,76.9,12700
Solomon Islands,SLB,Oceania,2003,1,571000000,64.6,840
Somalia,SOM,Africa,2003,1,,51.8,
South Africa,ZAF,Africa,2003,2,402000000000,52.5,2970
South Sudan,SSD,Africa,2003,0,,50.4,
Spain,ESP,Europe,2003,5,1060000000000,79.6,18100
Sri Lanka,LKA,Asia,2003,2,94800000000,73.2,950
St. Kitts and Nevis,KNA,Americas,2003,3,760000000,,8950
St. Lucia,LCA,Americas,2003,3,1330000000,72.3,4660
St. Martin (French part),MAF,Americas,2003,0,,77.6,
St. Vincent and the Grenadines,VCT,Americas,2003,3,797000000,70.8,4380
Sudan,SDN,Africa,2003,1,79600000000,59.1,400
Suriname,SUR,Americas,2003,2,4490000000,68.3,1980
Swaziland,SWZ,Africa,2003,2,5880000000,46.0,1580
Sweden,SWE,Europe,2003,5,282000000000,80.1,32400
Switzerland,CHE,Europe,2003,5,276000000000,80.5,45630
Syrian Arab Republic,SYR,Asia,2003,2,,73.7,1240
Tajikistan,TJK,Asia,2003,1,8350000000,65.0,210
Tanzania,TZA,Africa,2003,1,50100000000,53.3,330
Thailand,THA,Asia,2003,2,572000000000,71.4,2170
Timor-Leste,TLS,Asia,2003,1,1080000000,62.2,700
Togo,TGO,Africa,2003,1,5450000000,53.9,290
Tonga,TON,Oceania,2003,2,415000000,71.2,1960
Trinidad and Tobago,TTO,Americas,2003,3,25100000000,68.8,8070
Tunisia,TUN,Africa,2003,2,67900000000,73.1,2480
Turkey,TUR,Asia,2003,2,617000000000,71.6,3800
Turkmenistan,TKM,Asia,2003,2,21800000000,64.2,990
Turks and Caicos Islands,TCA,Americas,2003,,,,
Tuvalu,TUV,Oceania,2003,,25700000,,2530
Uganda,UGA,Africa,2003,1,26200000000,49.6,250
Ukraine,UKR,Europe,2003,2,249000000000,68.2,980
United Arab Emirates,ARE,Asia,2003,4,310000000000,75.2,33560
United Kingdom,GBR,Europe,2003,5,1780000000000,78.4,32000
United States,USA,Americas,2003,5,11500000000000,77.0,39950
Uruguay,URY,Americas,2003,3,32100000000,75.3,4240
Uzbekistan,UZB,Asia,2003,1,58500000000,67.2,420
Vanuatu,VUT,Oceania,2003,2,419000000,68.7,1360
"Venezuela, RB",VEN,Americas,2003,3,258000000000,72.9,3450
Vietnam,VNM,Asia,2003,1,208000000000,73.8,510
Virgin Islands (U.S.),VIR,Americas,2003,4,,78.2,
West Bank and Gaza,PSE,Asia,2003,0,10400000000,71.2,1390
"Yemen, Rep.",YEM,Asia,2003,1,65400000000,61.1,530
Zambia,ZMB,Africa,2003,1,21885729110,46.5,400
Zimbabwe,ZWE,Africa,2003,1,20297721109,40.7,410
Taiwan,TWN,Asia,2003,4,553000000000,76.9,14544
Afghanistan,AFG,Asia,2004,1,22100000000,56.6,220
Albania,ALB,Europe,2004,2,16700000000,75.8,2150
Algeria,DZA,Africa,2004,2,334000000000,71.8,2240
American Samoa,ASM,Oceania,2004,3,,,
Andorra,AND,Europe,2004,,,,33600
Angola,AGO,Africa,2004,2,56300000000,48.0,880
Antigua and Barbuda,ATG,Americas,2004,3,1437736378,74.2,10990
Argentina,ARG,Americas,2004,3,482000000000,74.5,3560
Armenia,ARM,Asia,2004,2,12100000000,73.0,1160
Aruba,ABW,Americas,2004,4,,74.1,
Australia,AUS,Oceania,2004,5,630000000000,80.5,25490
Austria,AUT,Europe,2004,5,275000000000,79.2,33600
Azerbaijan,AZE,Asia,2004,2,46113109805,68.5,950
"Bahamas, The",BHS,Americas,2004,4,6970000000,73.4,22800
Bahrain,BHR,Asia,2004,4,31000000000,75.3,15000
Bangladesh,BGD,Asia,2004,1,224000000000,67.5,490
Barbados,BRB,Americas,2004,3,3427071858,73.9,12650
Belarus,BLR,Europe,2004,2,82681854927,69.0,2180
Belgium,BEL,Europe,2004,5,336000000000,78.9,33000
Belize,BLZ,Americas,2004,3,1880000000,68.9,3590
Benin,BEN,Africa,2004,1,11800000000,56.6,520
Bermuda,BMU,Americas,2004,4,3050000000,78.5,
Bhutan,BTN,Asia,2004,1,2390000000,64.1,1070
Bolivia,BOL,Americas,2004,2,35400000000,63.0,970
Bosnia and Herzegovina,BIH,Europe,2004,2,22100000000,75.0,2520
Botswana,BWA,Africa,2004,3,17700000000,52.4,3770
Brazil,BRA,Americas,2004,2,1920000000000,71.5,3280
British Virgin Islands,VGB,Americas,2004,,,,
Brunei Darussalam,BRN,Asia,2004,4,26000000000,76.0,20200
Bulgaria,BGR,Europe,2004,2,70800000000,72.6,3020
Burkina Faso,BFA,Africa,2004,1,13500000000,52.8,340
Burundi,BDI,Africa,2004,1,4600000000,52.4,120
Cabo Verde,CPV,Africa,2004,2,1780000000,71.2,1850
Cambodia,KHM,Asia,2004,1,19900000000,62.1,400
Cameroon,CMR,Africa,2004,1,38700000000,51.7,800
Canada,CAN,Americas,2004,5,1080000000000,80.1,29200
Cayman Islands,CYM,Americas,2004,4,,,
Central African Republic,CAF,Africa,2004,1,2880000000,44.4,300
Chad,TCD,Africa,2004,1,13300000000,47.8,340
Channel Islands,CHI,Europe,2004,4,,78.6,49500
Chile,CHL,Americas,2004,3,191000000000,78.3,5310
China,CHN,Asia,2004,6,5770000000000,73.4,1510
Colombia,COL,Americas,2004,2,330000000000,72.0,2580
Comoros,COM,Africa,2004,1,755000000,59.9,540
"Congo, Dem. Rep.",COD,Africa,2004,1,24400000000,52.9,190
"Congo, Rep.",COG,Africa,2004,1,14100000000,52.6,790
Costa Rica,CRI,Americas,2004,3,38895503400,78.0,4390
Cote d'Ivoire,CIV,Africa,2004,1,41700000000,47.3,780
Croatia,HRV,Europe,2004,3,62600000000,75.5,8270
Cuba,CUB,Americas,2004,2,124000000000,77.6,3490
Curacao,CUW,Americas,2004,,,,
Cyprus,CYP,Asia,2004,4,19000000000,78.5,20900
Czech Republic,CZE,Europe,2004,3,212000000000,75.7,10200
Denmark,DNK,Europe,2004,5,178000000000,77.5,42760
Djibouti,DJI,Africa,2004,2,1480000000,57.7,980
Dominica,DMA,Americas,2004,3,539278200,,5080
Dominican Republic,DOM,Americas,2004,2,64000000000,71.5,2480
Ecuador,ECU,Americas,2004,2,96900000000,73.9,2560
"Egypt, Arab Rep.",EGY,Africa,2004,2,507000000000,69.3,1230
El Salvador,SLV,Americas,2004,2,34934419934,69.9,2660
Equatorial Guinea,GNQ,Africa,2004,3,17600000000,53.3,2040
Eritrea,ERI,Africa,2004,1,5440000000,58.1,230
Estonia,EST,Europe,2004,3,19700000000,71.9,7480
Ethiopia,ETH,Africa,2004,1,43400000000,55.2,130
Faroe Islands,FRO,Europe,2004,4,,79.1,
Fiji,FJI,Oceania,2004,2,5230000000,68.3,3030
Finland,FIN,Europe,2004,5,163000000000,78.7,35200
France,FRA,Europe,2004,5,1830000000000,80.2,31500
French Polynesia,PYF,Oceania,2004,4,,73.9,
Gabon,GAB,Africa,2004,3,19800000000,59.2,4320
"Gambia, The",GMB,Africa,2004,1,1940000000,57.5,420
Georgia,GEO,Asia,2004,2,16200000000,72.8,1120
Germany,DEU,Europe,2004,5,2590000000000,78.7,31700
Ghana,GHA,Africa,2004,1,44600000000,58.2,390
Gibraltar,GIB,Europe,2004,,,,
Greece,GRC,Europe,2004,5,279000000000,79.0,19600
Greenland,GRL,Americas,2004,4,,68.8,25800
Grenada,GRD,Americas,2004,3,932000000,71.1,5440
Guam,GUM,Oceania,2004,4,,76.4,
Guatemala,GTM,Americas,2004,2,68600000000,69.4,1850
Guinea,GIN,Africa,2004,1,9710000000,52.0,350
Guinea-Bissau,GNB,Africa,2004,1,1530000000,52.1,350
Guyana,GUY,Americas,2004,2,3100000000,65.5,940
Haiti,HTI,Americas,2004,1,12300000000,58.8,370
Honduras,HND,Americas,2004,2,22174477022,71.3,1290
Hong Kong,HKG,Asia,2004,4,224000000000,81.8,28100
Hungary,HUN,Europe,2004,3,164000000000,72.6,8700
Iceland,ISL,Europe,2004,5,10300000000,81.0,41400
India,IND,Asia,2004,1,2900000000000,64.1,620
Indonesia,IDN,Asia,2004,2,1260000000000,67.0,1080
Iran,IRN,Asia,2004,2,848000000000,71.6,2480
Iraq,IRQ,Asia,2004,2,243000000000,68.6,
Ireland,IRL,Europe,2004,5,158000000000,78.5,37800
Isle of Man,IMN,Europe,2004,,,,33300
Israel,ISR,Asia,2004,4,172000000000,80.1,19900
Italy,ITA,Europe,2004,5,1700000000000,80.8,28200
Jamaica,JAM,Americas,2004,2,19738071700,73.2,3770
Japan,JPN,Asia,2004,5,3880000000000,82.0,38400
Jordan,JOR,Asia,2004,2,40101333309,72.5,2330
Kazakhstan,KAZ,Asia,2004,2,191000000000,65.9,2300
Kenya,KEN,Africa,2004,1,65300000000,52.6,470
Kiribati,KIR,Oceania,2004,2,149961527,64.7,1530
North Korea,PRK,Asia,2004,1,,67.9,
South Korea,KOR,Asia,2004,5,1100000000000,77.8,15700
Kosovo,XKX,Europe,2004,0,9320000000,68.4,
Kuwait,KWT,Asia,2004,4,167000000000,73.6,28600
Kyrgyz Republic,KGZ,Asia,2004,1,10600000000,68.2,400
Lao PDR,LAO,Asia,2004,1,13600000000,61.2,390
Latvia,LVA,Europe,2004,3,27700000000,72.0,5810
Lebanon,LBN,Asia,2004,3,41100000000,76.4,5550
Lesotho,LSO,Africa,2004,1,3220000000,43.5,850
Liberia,LBR,Africa,2004,1,1600000000,54.1,90
Libya,LBY,Africa,2004,3,116000000000,71.3,5150
Liechtenstein,LIE,Europe,2004,4,,81.8,78400
Lithuania,LTU,Europe,2004,3,44000000000,72.0,6040
Luxembourg,LUX,Europe,2004,5,29100000000,79.1,55900
Macao,MAC,Asia,2004,4,24700000000,78.4,22900
"Macedonia, FYR",MKD,Europe,2004,2,14600000000,74.0,2590
Madagascar,MDG,Africa,2004,1,21000000000,60.7,290
Malawi,MWI,Africa,2004,1,9150000000,47.0,300
Malaysia,MYS,Asia,2004,3,390000000000,73.5,4710
Maldives,MDV,Asia,2004,2,2400000000,73.6,3920
Mali,MLI,Africa,2004,1,18200000000,51.7,400
Malta,MLT,Europe,2004,4,8590000000,79.3,14300
Marshall Islands,MHL,Oceania,2004,2,140000000,,3320
Mauritania,MRT,Africa,2004,1,7400000000,60.5,590
Mauritius,MUS,Africa,2004,3,13000000000,72.3,5040
Mexico,MEX,Americas,2004,3,1210000000000,75.1,7390
"Micronesia, Fed. Sts.",FSM,Oceania,2004,2,296000000,67.8,2440
Moldova,MDA,Europe,2004,1,9540000000,67.5,730
Monaco,MCO,Europe,2004,4,,,113000
Mongolia,MNG,Asia,2004,1,12300000000,64.7,760
Montenegro,MNE,Europe,2004,0,4810000000,73.4,3100
Morocco,MAR,Africa,2004,2,139000000000,70.0,1840
Mozambique,MOZ,Africa,2004,1,12300000000,50.2,310
Myanmar,MMR,Asia,2004,1,83800000000,63.3,220
Namibia,NAM,Africa,2004,2,12400000000,54.9,2760
Nauru,NRU,Oceania,2004,,,,
Nepal,NPL,Asia,2004,1,36000000000,64.9,290
Netherlands,NLD,Europe,2004,5,577000000000,79.1,37300
New Caledonia,NCL,Oceania,2004,4,,75.5,
New Zealand,NZL,Oceania,2004,5,103000000000,79.5,21500
Nicaragua,NIC,Americas,2004,1,16900000000,71.4,1100
Niger,NER,Africa,2004,1,8580000000,53.3,220
Nigeria,NGA,Africa,2004,1,481000000000,48.1,610
Northern Mariana Islands,MNP,Oceania,2004,3,,,
Norway,NOR,Europe,2004,5,195000000000,79.8,54100
Oman,OMN,Asia,2004,3,87600000000,74.0,9370
Pakistan,PAK,Asia,2004,1,495000000000,63.7,640
Palau,PLW,Oceania,2004,3,251000000,,8680
Panama,PAN,Americas,2004,3,31800000000,75.8,4520
Papua New Guinea,PNG,Oceania,2004,1,9010000000,60.3,570
Paraguay,PRY,Americas,2004,2,30000000000,71.1,1130
Peru,PER,Americas,2004,2,170000000000,72.1,2300
Philippines,PHL,Asia,2004,2,339000000000,67.2,1400
Poland,POL,Europe,2004,3,510000000000,74.8,6220
Portugal,PRT,Europe,2004,5,225000000000,77.7,16100
Puerto Rico,PRI,Americas,2004,4,123000000000,78.2,13800
Qatar,QAT,Asia,2004,4,76200000000,76.9,37200
Romania,ROU,Europe,2004,2,196000000000,71.6,3010
Russian Federation,RUS,Europe,2004,3,1470000000000,65.4,3410
Rwanda,RWA,Africa,2004,1,7400000000,53.2,230
Samoa,WSM,Oceania,2004,2,795000000,70.7,2100
San Marino,SMR,Europe,2004,4,,81.7,37000
Sao Tome and Principe,STP,Africa,2004,1,279000000,64.3,670
Saudi Arabia,SAU,Asia,2004,4,772000000000,73.1,10500
Senegal,SEN,Africa,2004,1,19300000000,59.7,670
Serbia,SRB,Europe,2004,0,60200000000,72.7,3070
Seychelles,SYC,Africa,2004,3,1170000000,72.6,9280
Sierra Leone,SLE,Africa,2004,1,4900000000,42.6,310
Singapore,SGP,Asia,2004,4,212000000000,79.5,25650
Sint Maarten (Dutch part),SXM,Americas,2004,,,,
Slovak Republic,SVK,Europe,2004,3,81700000000,74.0,9000
Slovenia,SVN,Europe,2004,4,45500000000,77.2,15700
Solomon Islands,SLB,Oceania,2004,1,615000000,65.1,860
Somalia,SOM,Africa,2004,1,,52.1,
South Africa,ZAF,Africa,2004,3,431000000000,51.9,3780
South Sudan,SSD,Africa,2004,0,,50.8,
Spain,ESP,Europe,2004,5,1120000000000,79.9,22100
Sri Lanka,LKA,Asia,2004,2,103000000000,73.7,1070
St. Kitts and Nevis,KNA,Americas,2004,3,816000000,,9930
St. Lucia,LCA,Americas,2004,3,1480000000,72.6,5210
St. Martin (French part),MAF,Americas,2004,0,,77.7,
St. Vincent and the Grenadines,VCT,Americas,2004,3,852911767,71.0,4730
Sudan,SDN,Africa,2004,1,85000000000,59.4,470
Suriname,SUR,Americas,2004,2,5040000000,68.6,2620
Swaziland,SWZ,Africa,2004,2,6230000000,45.7,2000
Sweden,SWE,Europe,2004,5,302000000000,80.5,39400
Switzerland,CHE,Europe,2004,5,289000000000,81.1,53810
Syrian Arab Republic,SYR,Asia,2004,2,,74.1,1390
